	cluster
MultiLin-GMP-1__AML0693	U2
ERP-2__AML-20-Dx	U2
Classical-Mono__AML-20-Dx	U2
CD4 TCM__AML-20-Dx	U2
B Memory-1__916462__Diagnosis	U2
MPP-MEP__AML-20-CR	U2
MPP-2__AML-20-CR	U2
MPP-1__AML-20-CR	U2
MAIT__AML-20-CR	U2
B Memory-2__916462__Diagnosis	U2
LMPP-1__AML-20-CR	U2
CD4 TCM__AML073	U2
T CD4 Naive-1__AML10	U2
Intermediate Mono-2__AML-20-CR	U2
HSC-2__AML-20-CR	U2
CD8 TEM__AML073	U2
ERP-3__AML-20-CR	U2
ERP-2__AML-20-CR	U2
Classical-Mono__AML-20-CR	U2
CD8 TEM__AML-20-CR	U2
CD4 TCM__AML-20-CR	U2
MAIT__AML073	U2
CD8 TEM__P01__Relapse	U2
Non-Classical Mono-2__AML073	U2
CD4 TCM__AML10	U2
MPP-1__AML10	U2
preNeu__P01__Diagnosis	U2
Intermediate Mono-1__AML-20-CR	U2
Mono-2__NA-SRR16208929	U2
T CD4 Activated__AML1896	U2
T CD8 Naive__AML1896	U2
CD4 TCM__NA-SRR16208931	U2
T CD4 Naive-1__AML2451	U2
CD4 TCM__AML2910	U2
B Memory-2__AML-18	U2
T CD8 Naive__NA-SRR16208930	U2
T CD4 Naive-1__NA-SRR16208930	U2
B Memory-1__AML2	U2
B Memory-2__AML2	U2
HSC-2__AML2	U2
Non-Classical Mono-2__AML2	U2
cDC2-2__AML2	U2
Multilin-1__NA-SRR16208930	U2
MultiLin-GMP-1__NA-SRR16208930	U2
T CD4 Activated__AML2451	U2
CD4 TCM__AML3050	U2
LMPP-2__NA-SRR16208930	U2
CD8 TEM__AML3050	U2
HSC-2__AML3050	U2
Intermediate Mono-2__AML3050	U2
MAIT__AML3050	U2
cDC2-1__AML3050	U2
CD4 TCM__AML3133	U2
CD8 TEM__NA-SRR16208930	U2
CD4 TCM__NA-SRR16208930	U2
CD8 TEM__AML3133	U2
pre-DC-1__NA-SRR16208929	U2
HSC-2__AML3133	U2
cDC2-1__NA-SRR16208929	U2
MDP-3__NA-SRR16208930	U2
T CD4 Naive-1__AML1896	U2
CD8 TEM__NA-SRR16208931	U2
CD4 TCM__AML2451	U2
CLP__P01__Diagnosis	U2
B Memory-2__AML1	U2
CD4 TCM__AML1	U2
CD8 TEM__AML1	U2
HSC-1__AML1	U2
HSC-2__AML1	U2
Intermediate Mono-1__AML1	U2
B Memory-2__AML-19-Dx2	U2
MPP-1__AML1	U2
cDC2-2__AML1	U2
CD4 TCM__98-31_AfInv16_34F	U2
Intermediate Mono-3__98-31_AfInv16_34F	U2
MAIT__98-31_AfInv16_34F	U2
MAIT__AML2451	U2
Multilin-1__NA-SRR16208932	U2
MAIT__NA-SRR16208932	U2
CD8 TEM__NA-SRR16208932	U2
CD4 TCM__NA-SRR16208932	U2
CD8 TEM__AML2123	U2
HSC-1__AML2123	U2
MAIT__AML2123	U2
pre-DC-3__NA-SRR16208931	U2
B Memory-2__AML-19-Dx1	U2
B Memory-1__AML-19-Dx1	U2
T CD4 Naive-1__NA-SRR16208931	U2
B Memory-2__AML-19-CR2	U2
Multilin-1__NA-SRR16208931	U2
MultiLin-GMP-1__NA-SRR16208931	U2
CD4 TCM__AML2123	U2
Multilin-1__AML3948	U2
T CD4 Naive-1__hashtag6-SRR16208967	U2
B Memory-1__10DD-1086__Diagnosis	U2
CD4 TCM__Pt-12_Rl	U2
CD8 TEM__Pt-12_Rl	U2
MAIT__Pt-12_Rl	U2
NK-Mature__Pt-12_Rl	U2
T CD4 Activated__Pt-12_Rl	U2
T CD4 Naive-1__Pt-12_Rl	U2
CD4 TCM__Pt-16_Dx	U2
CD8 TEM__Pt-16_Dx	U2
T CD4 Naive-1__Pt-12_Dx	U2
B Memory-2__10DD-1070__Treatment	U2
NK-Mature__Pt-16_Dx	U2
T CD4 Naive-1__Pt-16_Dx	U2
T CD8 Naive__Pt-16_Dx	U2
CD4 TCM__Pt-69_Dx	U2
MAIT__Pt-69_Dx	U2
NK-Mature__Pt-69_Dx	U2
T CD4 Naive-1__Pt-69_Dx	U2
T CD8 Naive__Pt-69_Dx	U2
MAIT__Pt-16_Dx	U2
B Memory-2__10DD-1065__Treatment	U2
MPP-1__Pt-12_Dx	U2
LMPP-1-cycling__Pt-12_Dx	U2
B Memory-2__10DD-1086__Treatment	U2
B Memory-1__10DD-1086__Treatment	U2
pre-B__827494__Diagnosis	U2
Intermediate Mono-1__PT17__D30	U2
MultiLin-GMP-3__PT17__D30	U2
Pro-B-Early__10DD-1085__Diagnosis	U2
Plasma Cell__10DD-1085__Diagnosis	U2
Non-Classical Mono-2__PT17__D30	U2
MAIT__Pt-12_Dx	U2
B Memory-2__10DD-1085__Diagnosis	U2
CD4 TCM__PT18__D14	U2
B Memory-2__10DD-1082__Treatment	U2
CD8 TEM__PT18__D14	U2
CD4 TCM__PT18__Diagnosis	U2
B Memory-1__Pt-12_Dx	U2
B Memory-2__Pt-12_Dx	U2
CD4 TCM__Pt-12_Dx	U2
CD8 TEM__Pt-12_Dx	U2
B Memory-1__10DD-1085__Diagnosis	U2
CD4 TCM__Pt-69_Rl	U2
MAIT__Pt-69_Rl	U2
NK-Mature__Pt-69_Rl	U2
B Memory-1__10DD-1062__Diagnosis	U2
Multilin-1__10DD-1061__Relapse	U2
CD4 TCM__TALL3862	U2
B Memory-2__10DD-1061__Relapse	U2
CD4 TCM__TALL4954	U2
CD8 TEM__TALL4954	U2
LMPP-1__TALL4954	U2
LMPP-1-cycling__TALL4954	U2
B Memory-2__10DD-1062__Diagnosis	U2
B Memory-2__10DD-1061__Diagnosis	U2
MPP-MEP__TALL4954	U2
MultiLin-GMP-3__TALL4954	U2
Multilin-1__TALL4954	U2
B Memory-2__10DD-1058__Treatment	U2
T CD4 Naive-1__TALL4954	U2
B Memory-2__10DD-1058__Diagnosis	U2
CD4 TCM__hashtag2-SRR16208957	U2
CD8 TEM__hashtag2-SRR16208957	U2
MAIT__TALL4954	U2
CLP__10DD-1062__Diagnosis	U2
MAIT__TALL3783	U2
MDP-1__10DD-1062__Diagnosis	U2
T CD4 Activated__Pt-69_Rl	U2
T CD4 Naive-1__Pt-69_Rl	U2
T CD8 Naive__Pt-69_Rl	U2
Pro-B-Early__10DD-1062__Treatment	U2
Pro-B-3__10DD-1062__Treatment	U2
CD8 TEM__Pt-89_Dx	U2
LMPP-1__Pt-89_Dx	U2
LMPP-1-cycling__Pt-89_Dx	U2
MAIT__Pt-89_Dx	U2
CLP__10DD-1062__Treatment	U2
B Memory-2__10DD-1062__Treatment	U2
B Memory-1__10DD-1062__Treatment	U2
MPP-MEP__Pt-89_Dx	U2
MultiLin-GMP-1__Pt-89_Dx	U2
MultiLin-GMP-3__Pt-89_Dx	U2
Multilin-1__Pt-89_Dx	U2
Multilin-2__Pt-89_Dx	U2
NK-Mature__Pt-89_Dx	U2
Plasma Cell__10DD-1062__Diagnosis	U2
T CD4 Activated__10DD-1086__Treatment	U2
CD4 TCM__1102_E_N1c	U2
CD8 TEM__1102_E_N1c	U2
Intermediate Mono-1__1102_E_N1c	U2
CD8 TEM__1906_Aft82_P36M	U2
CD4 TCM__1906_Aft82_P36M	U2
cDC2-2__1893_Af_N1c	U2
NK-Mature__PT08__Diagnosis	U2
T CD4 Naive-1__1893_Af_N1c	U2
Non-Classical Mono-2__PT08__Diagnosis	U2
CD4 TCM__PT08__Relapse	U2
CD8 TEM__PT08__Relapse	U2
CLP__1906_Aft82_P36M	U2
Intermediate Mono-2__PT08__Relapse	U2
CD4 TCM__1893_Af_N1c	U2
MAIT__PT08__Relapse	U2
pre-B__184874__Diagnosis	U2
MDP-2__PT08__Relapse	U2
B Memory-2__184874__Diagnosis	U2
B Memory-1__184874__Diagnosis	U2
T CD4 Naive-1__1827_Af_N1c	U2
NK-Mature__1827_Af_N1c	U2
CD8 TEM__1893_Af_N1c	U2
LMPP-1-cycling__1906_Aft82_P36M	U2
LMPP-2__1906_Aft82_P36M	U2
MAIT__1906_Aft82_P36M	U2
B Memory-2__220882__Diagnosis	U2
B Memory-1__220882__Diagnosis	U2
B Memory-2__PT07__Diagnosis	U2
Plasma Cell__PT07__Diagnosis	U2
MAIT__2140_E_N1c	U2
CD4 TCM__PT08__D30	U2
CD4 TCM__2140_E_N1c	U2
LMPP-2__PT08__D30	U2
preNeu__1906_Aft82_P36M	U2
MAIT__PT08__D30	U2
T CD4 Naive-1__1906_Aft82_P36M	U2
Non-Classical Mono-2__PT08__D30	U2
Multilin-1__1906_Aft82_P36M	U2
MultiLin-GMP-2__1906_Aft82_P36M	U2
MultiLin-GMP-1__1906_Aft82_P36M	U2
Intermediate Mono-1__PT08__Diagnosis	U2
MPP-MEP__1906_Aft82_P36M	U2
MEP-1__1906_Aft82_P36M	U2
Intermediate Mono-3__PT08__Diagnosis	U2
Multilin-1__1827_Af_N1c	U2
MAIT__hashtag2-SRR16208957	U2
MAIT__1827_Af_N1c	U2
CD8 TEM__1827_Af_N1c	U2
MAIT__143_AfST8_P64M	U2
CD4 TCM__143_AfST8_P64M	U2
Pro-B-3__PT12__D30	U2
CD8 TEM__1239_EST8_44M_N1c	U2
CD4 TCM__1239_EST8_44M_N1c	U2
T CD4 Naive-1__1147_EInv16_44M	U2
Multilin-1__1147_EInv16_44M	U2
MPP-MEP__1147_EInv16_44M	U2
T CD4 Naive-1__143_AfST8_P64M	U2
LMPP-1-cycling__1147_EInv16_44M	U2
Intermediate Mono-3__1147_EInv16_44M	U2
CD8 TEM__1147_EInv16_44M	U2
CD4 TCM__1147_EInv16_44M	U2
T CD8 Naive__1102_E_N1c	U2
T CD4 Naive-2__1102_E_N1c	U2
T CD4 Naive-1__1102_E_N1c	U2
NK-Mature__1102_E_N1c	U2
MAIT__1102_E_N1c	U2
LMPP-1__1147_EInv16_44M	U2
MAIT__PT11__D30	U2
CD8 TEM__PT11__D30	U2
MAIT__1702-Et922-66F	U2
CD4 TCM__1827_Af_N1c	U2
MPP-2__1782_Aft36_P71F	U2
MPP-1__1782_Aft36_P71F	U2
MAIT__1782_Aft36_P71F	U2
Intermediate Mono-1__1782_Aft36_P71F	U2
CD4 TCM__1782_Aft36_P71F	U2
T CD8 Naive__1744_E_N1c	U2
MAIT__1744_E_N1c	U2
CD4 TCM__1744_E_N1c	U2
NK-Mature__PT09__Diagnosis	U2
T CD4 Naive-1__171_Af_N1c	U2
T CD4 Activated__171_Af_N1c	U2
MPP-MEP__171_Af_N1c	U2
MPP-1__171_Af_N1c	U2
MAIT__171_Af_N1c	U2
HSC-2__171_Af_N1c	U2
HSC-1__171_Af_N1c	U2
CD8 TEM__171_Af_N1c	U2
CD4 TCM__171_Af_N1c	U2
HSC-2__1827_Af_N1c	U2
NK-Mature__hashtag2-SRR16208957	U2
T CD4 Naive-1__hashtag2-SRR16208957	U2
B Memory-2__10DD-1051__Treatment	U2
Intermediate Mono-3__hashtag4-SRR16208965	U2
MAIT__hashtag4-SRR16208965	U2
Intermediate Mono-3__1076_AfInv16_51M	U2
Intermediate Mono-2__1076_AfInv16_51M	U2
Intermediate Mono-1__1076_AfInv16_51M	U2
HSC-2__1076_AfInv16_51M	U2
CD4 TCM__hashtag4-SRR16208966	U2
CD4 TCM__1076_AfInv16_51M	U2
HSC-1__hashtag4-SRR16208965	U2
CD8 TEM__hashtag4-SRR16208966	U2
NK-Mature__hashtag4-SRR16208966	U2
T CD4 Activated__hashtag4-SRR16208966	U2
T CD8 Naive__1060_EInv16_19M	U2
T CD4 Naive-1__1060_EInv16_19M	U2
CD4 TCM__hashtag4-SRR16208967	U2
NK-Mature__1060_EInv16_19M	U2
CD8 TEM__hashtag4-SRR16208967	U2
HSC-1__hashtag4-SRR16208967	U2
HSC-1__hashtag4-SRR16208966	U2
CD8 TEM__hashtag4-SRR16208965	U2
CD4 TCM__hashtag4-SRR16208965	U2
Intermediate Mono-1__hashtag4-SRR16208964	U2
MAIT__hashtag4-SRR16208949	U2
Non-Classical Mono-2__10DD-1002__Treatment	U2
CD4 TCM__hashtag4-SRR16208950	U2
MPP-MEP__10DD-1002__Treatment	U2
MPP-2__10DD-1002__Treatment	U2
MPP-1__10DD-1002__Treatment	U2
CD8 TEM__hashtag4-SRR16208950	U2
LMPP-1-cycling__10DD-1002__Treatment	U2
LMPP-1__10DD-1002__Treatment	U2
MAIT__hashtag4-SRR16208950	U2
T CD4 Naive-1__hashtag4-SRR16208950	U2
Intermediate Mono-1__hashtag4-SRR16208958	U2
MPP-MEP__10DD-1002__Diagnosis	U2
MPP-2__10DD-1002__Diagnosis	U2
MPP-1__10DD-1002__Diagnosis	U2
LMPP-1-cycling__10DD-1002__Diagnosis	U2
LMPP-1__10DD-1002__Diagnosis	U2
CD4 TCM__hashtag4-SRR16208964	U2
pDC__1076_AfInv16_51M	U2
MAIT__1060_EInv16_19M	U2
CD8 TEM__hashtag4-SRR16208949	U2
MAIT__hashtag4-SRR16208967	U2
CD8 TEM__hashtag5-SRR16208965	U2
CD4 TCM__hashtag6-SRR16208966	U2
T CD4 Naive-1__0316_E_N1c	U2
T CD4 Activated__0316_E_N1c	U2
HSC-2__0316_E_N1c	U2
CD8 TEM__0316_E_N1c	U2
CD4 TCM__0316_E_N1c	U2
MAIT__hashtag6-SRR16208966	U2
T CD4 Activated__hashtag6-SRR16208966	U2
CD4 TCM__0817_E_N1c	U2
T CD4 Naive-1__0018_Af_N1c	U2
T CD4 Naive-1__hashtag6-SRR16208966	U2
NK-Mature__0018_Af_N1c	U2
CD4 TCM__hashtag6-SRR16208967	U2
CD8 TEM__hashtag6-SRR16208967	U2
MAIT__0018_Af_N1c	U2
MAIT__hashtag6-SRR16208967	U2
CD8 TEM__0018_Af_N1c	U2
CD4 TCM__0018_Af_N1c	U2
T CD4 Activated__0018_Af_N1c	U2
CD8 TEM__0817_E_N1c	U2
T CD4 Naive-1__hashtag6-SRR16208965	U2
MAIT__0817_E_N1c	U2
MAIT__hashtag5-SRR16208965	U2
MPP-1__1036_EInv16_22M	U2
CD4 TCM__hashtag5-SRR16208966	U2
CD8 TEM__hashtag5-SRR16208966	U2
Intermediate Mono-1__hashtag5-SRR16208966	U2
MAIT__hashtag5-SRR16208966	U2
T CD8 Naive__1009_AfInv16_29M	U2
CD4 TCM__hashtag5-SRR16208967	U2
MAIT__1009_AfInv16_29M	U2
LMPP-1-cycling__1009_AfInv16_29M	U2
Intermediate Mono-3__1009_AfInv16_29M	U2
CD8 TEM__1009_AfInv16_29M	U2
CD4 TCM__1009_AfInv16_29M	U2
MAIT__hashtag5-SRR16208967	U2
T CD4 Naive-1__0817_E_N1c	U2
NK-Mature__0817_E_N1c	U2
T CD4 Naive-1__hashtag5-SRR16208967	U2
CD4 TCM__hashtag6-SRR16208965	U2
MAIT__hashtag6-SRR16208965	U2
CD4 TCM__1060_EInv16_19M	U2
NK-Mature__PT02__D30	U2
CD4 TCM__hashtag4-SRR16208949	U2
NK-Mature__hashtag3-SRR16208967	U2
CD8 TEM__hashtag3-SRR16208957	U2
MAIT__hashtag3-SRR16208957	U2
preNeu__10DD-1009__Relapse	U2
T CD4 Naive-1__10DD-1009__Relapse	U2
Pro-B-Early-cycling__10DD-1009__Relapse	U2
Pro-B-Early__10DD-1009__Relapse	U2
Pro-B-3__10DD-1009__Relapse	U2
Pro-B-2__10DD-1009__Relapse	U2
CD4 TCM__hashtag3-SRR16208957	U2
NK-Mature__hashtag3-SRR16208957	U2
Multilin-2__10DD-1009__Relapse	U2
Multilin-1__10DD-1009__Relapse	U2
MultiLin-GMP-3__10DD-1009__Relapse	U2
MultiLin-GMP-2__10DD-1009__Relapse	U2
MultiLin-GMP-1__10DD-1009__Relapse	U2
T CD4 Naive-1__hashtag3-SRR16208957	U2
MPP-MEP__10DD-1009__Relapse	U2
MEP-Eryth-2__10DD-1009__Relapse	U2
Myeloid intermediate 1__10DD-1009__Relapse	U2
T CD4 Naive-1__hashtag3-SRR16208950	U2
T CD4 Activated__hashtag3-SRR16208950	U2
MAIT__hashtag3-SRR16208950	U2
B Memory-1__10DD-1051__Treatment	U2
CD4 TCM__hashtag2-SRR16208958	U2
B Memory-2__10DD-1051__Diagnosis	U2
B Memory-1__10DD-1051__Diagnosis	U2
CD8 TEM__hashtag2-SRR16208965	U2
MAIT__hashtag2-SRR16208965	U2
NK-Mature__hashtag2-SRR16208965	U2
CD4 TCM__hashtag2-SRR16208966	U2
B Memory-2__10DD-1014__Treatment	U2
B Memory-2__10DD-1014__Diagnosis	U2
CD8 TEM__hashtag2-SRR16208967	U2
CD4 TCM__hashtag3-SRR16208949	U2
Intermediate Mono-1__hashtag3-SRR16208949	U2
MAIT__hashtag3-SRR16208949	U2
B Memory-2__10DD-1010__Relapse	U2
T CD4 Naive-1__hashtag3-SRR16208949	U2
CD4 TCM__hashtag3-SRR16208950	U2
CD8 TEM__hashtag3-SRR16208950	U2
Intermediate Mono-1__hashtag3-SRR16208950	U2
MEP-1__10DD-1009__Relapse	U2
T CD4 Naive-1__hashtag3-SRR16208967	U2
MDP-2__10DD-1009__Relapse	U2
LMPP-1-cycling__10DD-1009__Relapse	U2
B Memory-1__10DD-1009__Diagnosis	U2
CD4 TCM__hashtag3-SRR16208965	U2
CD8 TEM__hashtag3-SRR16208965	U2
MAIT__hashtag3-SRR16208965	U2
NK-Mature__hashtag3-SRR16208965	U2
T CD4 Naive-1__hashtag3-SRR16208965	U2
MPP-MEP__10DD-1003__Relapse	U2
MPP-2__10DD-1003__Relapse	U2
B Memory-2__10DD-1009__Diagnosis	U2
CD4 TCM__hashtag3-SRR16208966	U2
MAIT__hashtag3-SRR16208966	U2
NK-Mature__hashtag3-SRR16208966	U2
T CD4 Naive-1__hashtag3-SRR16208966	U2
Non-Classical Mono-2__10DD-1003__Diagnosis	U2
CD4 TCM__hashtag3-SRR16208967	U2
CD8 TEM__hashtag3-SRR16208967	U2
Intermediate Mono-1__hashtag3-SRR16208967	U2
MAIT__hashtag3-SRR16208967	U2
CD8 TEM__hashtag3-SRR16208966	U2
LMPP-1__10DD-1009__Diagnosis	U2
LMPP-1-cycling__10DD-1009__Diagnosis	U2
LMPP-2__10DD-1009__Diagnosis	U2
LMPP-1__10DD-1009__Relapse	U2
CLP__10DD-1009__Relapse	U2
B Memory-2__10DD-1009__Relapse	U2
preNeu__10DD-1009__Diagnosis	U2
Pro-B-cycling-1__10DD-1009__Diagnosis	U2
Pro-B-Early-cycling__10DD-1009__Diagnosis	U2
Pro-B-Early__10DD-1009__Diagnosis	U2
Pro-B-3__10DD-1009__Diagnosis	U2
Pro-B-2__10DD-1009__Diagnosis	U2
Plasma Cell__10DD-1009__Diagnosis	U2
CD4 TCM__hashtag3-SRR16208959	U2
Multilin-2__10DD-1009__Diagnosis	U2
Multilin-1__10DD-1009__Diagnosis	U2
MultiLin-GMP-3__10DD-1009__Diagnosis	U2
MultiLin-GMP-2__10DD-1009__Diagnosis	U2
MultiLin-GMP-1__10DD-1009__Diagnosis	U2
MPP-MEP__10DD-1009__Diagnosis	U2
MEP-1__10DD-1009__Diagnosis	U2
MDP-2__10DD-1009__Diagnosis	U2
LMPP-2__10DD-1009__Relapse	U2
Plasma Cell__220882__Diagnosis	U2
Mono-1__P16__Diagnosis	U2
MDP-2__332131__Diagnosis	U2
LMPP-1-cycling__562_AfInv16_25F	U2
Intermediate Mono-3__562_AfInv16_25F	U2
Intermediate Mono-2__562_AfInv16_25F	U2
MultiLin-GMP-3__P22__Diagnosis	U2
Intermediate Mono-1__2698_EInv16_P47M	U2
CD8 TEM__301_AfInv16_29M	U2
Intermediate Mono-1__562_AfInv16_25F	U2
Intermediate Mono-3__2698_EInv16_P47M	U2
CD8 TEM__562_AfInv16_25F	U2
MultiLin-GMP-2__P22__Diagnosis	U2
Intermediate Mono-3__PAUMTZ	U2
MultiLin-GMP-1__P22__Diagnosis	U2
CD4 TCM__301_AfInv16_29M	U2
MPP-MEP__PAUMTZ	U2
CD4 TCM__562_AfInv16_25F	U2
CD4 TCM__P11__Relapse	U2
T CD4 Naive-2__3410_AfST8_P64M	U2
Plasma Cell__P25__Diagnosis	U2
Non-Classical Mono-2__5381v2_AfInv16_P49M	U2
B Memory-2__P25__Relapse	U2
CLP__P22__Diagnosis	U2
NK-Mature__5381v2_AfInv16_P49M	U2
Classical-Mono__P25__Relapse	U2
Multilin-1__5381v2_AfInv16_P49M	U2
MultiLin-GMP-3__5381v2_AfInv16_P49M	U2
Intermediate Mono-3__P21__Relapse	U2
MAIT__2698_EInv16_P47M	U2
MAIT__5381v2_AfInv16_P49M	U2
MPP-MEP__P22__Diagnosis	U2
MultiLin-GMP-1__PAUMTZ	U2
LMPP-2__562_AfInv16_25F	U2
MultiLin-GMP-3__PAUMTZ	U2
Classical-Mono__P22__Relapse	U2
CLP__P22__Relapse	U2
B Memory-2__P22__Relapse	U2
CD4 TCM__3114_EInv_45F	U2
preNeu__P22__Diagnosis	U2
B Memory-2__P25__Diagnosis	U2
MultiLin-GMP-3__2660_Ast82_38M	U2
Classical-Mono__P25__Diagnosis	U2
immNeu-1__P22__Diagnosis	U2
Multilin-1__2660_Ast82_38M	U2
MPP-MEP__PAWWEE	U2
Multilin-1__301_AfInv16_29M	U2
MAIT__568_AfInv16_P24M	U2
Erythroblast-3__P09__Relapse	U2
MDP-1__P25__Diagnosis	U2
LMPP-2__PAWWEE	U2
MPP-2__P26__Relapse	U2
MAIT__301_AfInv16_29M	U2
Intermediate Mono-3__301_AfInv16_29M	U2
T CD4 Naive-2__P09__Relapse	U2
Myeloid intermediate 1__P22__Diagnosis	U2
T CD8 Naive__2660_Ast82_38M	U2
T CD8 Naive__562_AfInv16_25F	U2
NK-Mature__562_AfInv16_25F	U2
NK-Mature__PAUMTZ	U2
Multilin-2__P22__Diagnosis	U2
Multilin-1__562_AfInv16_25F	U2
Multilin-1__P22__Diagnosis	U2
MAIT__562_AfInv16_25F	U2
LMPP-2__5381v2_AfInv16_P49M	U2
LMPP-1-cycling__5381v2_AfInv16_P49M	U2
Intermediate Mono-3__5381v2_AfInv16_P49M	U2
CD4 TCM__PAUMTZ	U2
Intermediate Mono-1__2853_Aft36_P71F	U2
B Memory-1__P19__Relapse	U2
CD4 TCM__4440_AfInv16_P24M	U2
CD4 TCM__4924_AfInv16_P49M	U2
CD8 TEM__P26__Relapse	U2
MPP-2__P16__Diagnosis	U2
Intermediate Mono-2__2853_Aft36_P71F	U2
Multilin-1__P16__Diagnosis	U2
MAIT__2853_Aft36_P71F	U2
CD8 TEM__4440_AfInv16_P24M	U2
pre-DC-2__P16__Diagnosis	U2
Intermediate Mono-3__4440_AfInv16_P24M	U2
MAIT__4440_AfInv16_P24M	U2
B Memory-2__P19__Diagnosis	U2
B Memory-1__P19__Diagnosis	U2
B Memory-2__P16__Relapse	U2
pre-B__P18__Relapse	U2
T CD4 Naive-1__4440_AfInv16_P24M	U2
B Memory-2__P18__Relapse	U2
B Memory-1__P18__Relapse	U2
Plasma Cell__P26__Relapse	U2
MKP-early__2853_Aft36_P71F	U2
MPP-1__P26__Relapse	U2
CLP__P18__Diagnosis	U2
B Memory-2__P18__Diagnosis	U2
MPP-2__P17__Diagnosis	U2
immNeu-1__P17__Relapse	U2
T CD8 Naive__2853_Aft36_P71F	U2
B Memory-1__P18__Diagnosis	U2
Intermediate Mono-3__4924_AfInv16_P49M	U2
LMPP-1-cycling__P22__Relapse	U2
MAIT__4924_AfInv16_P49M	U2
pDC__4924_AfInv16_P49M	U2
Plasma Cell__P25__Relapse	U2
cDC2-2__PAUMTZ-Relapse	U2
Pro-B-cycling-1__PAUMTZ-Relapse	U2
cDC2-2__P21__Diagnosis	U2
Pro-B-3__PAUMTZ-Relapse	U2
NK-Mature__PAUMTZ-Relapse	U2
Intermediate Mono-1__5381v2_AfInv16_P49M	U2
MAIT__376_Af_N1c	U2
CD8 TEM__5381v2_AfInv16_P49M	U2
CD4 TCM__5381v2_AfInv16_P49M	U2
MultiLin-GMP-1__PAUMTZ-Relapse	U2
MPP-MEP__PAUMTZ-Relapse	U2
MAIT__PAUMTZ-Relapse	U2
Plasma Cell__P13__Diagnosis	U2
MKP-early__508084__Relapse	U2
Intermediate Mono-3__PAUMTZ-Relapse	U2
MEP-Eryth-1__508084__Relapse	U2
CD4 TCM__PAUMTZ-Relapse	U2
MEP-1__508084__Relapse	U2
CD4 TCM__2853_Aft36_P71F	U2
immNeu-2__P13__Diagnosis	U2
B Memory-1__430998__Diagnosis	U2
ERP-3__508084__Relapse	U2
B Memory-1__508084__Relapse	U2
B Memory-1__P26__Relapse	U2
B Memory-2__430998__Diagnosis	U2
Classical-Mono__PAUMTZ-EoT	U2
B Memory-2__P26__Relapse	U2
HSC-2__2853_Aft36_P71F	U2
Classical-Mono__P15__Relapse	U2
MultiLin-GMP-2__2660_Ast82_38M	U2
Intermediate Mono-3__PAWWEE	U2
cDC2-2__PAXMIJ-Relapse	U2
NK-Mature__PAXMIJ	U2
MAIT__PAXMIJ	U2
CD4 TCM__PAXMIJ	U2
B Memory-2__220882__Treatment	U2
T CD4 Naive-1__PAXMIJ-Relapse	U2
NK-Mature__PAXMIJ-Relapse	U2
Plasma Cell__220882__Treatment	U2
MAIT__PAXMIJ-Relapse	U2
CD8 TEM__727_EInv16_35M	U2
CD4 TCM__727_EInv16_35M	U2
Non-Classical Mono-2__PAXMIJ	U2
Intermediate Mono-3__PAXMIJ-Relapse	U2
Intermediate Mono-1__PAXMIJ-Relapse	U2
CD4 TCM__2270_Aft36_P71F	U2
MultiLin-GMP-1__P22__Relapse	U2
Classical-Mono__2270_Aft36_P71F	U2
CD8 TEM__P07__Diagnosis	U2
Classical-Mono__P07__Diagnosis	U2
T CD4 Naive-1__596_E_N1c	U2
MAIT__2270_Aft36_P71F	U2
CD8 TEM__PAXMIJ-Relapse	U2
CD4 TCM__PAXMIJ-Relapse	U2
Intermediate Mono-2__PAXMIJ-Relapse	U2
T CD8 Naive__PAXMIJ-EoT	U2
Intermediate Mono-3__727_EInv16_35M	U2
MAIT__727_EInv16_35M	U2
Multilin-1__332131__Diagnosis	U2
Intermediate Mono-1__P04__Diagnosis	U2
Intermediate Mono-3__P04__Diagnosis	U2
Multilin-2__332131__Diagnosis	U2
Plasma Cell__P22__Relapse	U2
LMPP-1__332131__Diagnosis	U2
immNeu-1__P22__Relapse	U2
Multilin-1__P22__Relapse	U2
NK-Mature__PT01__Diagnosis	U2
B Memory-2__827494__Diagnosis	U2
MultiLin-GMP-2__P22__Relapse	U2
B Memory-1__827494__Diagnosis	U2
B Memory-2__P23__Diagnosis	U2
CD4 TCM__754_EInv16_47M	U2
T CD8 Naive__3114_EInv_45F	U2
B Memory-2__P06__Diagnosis	U2
MultiLin-GMP-3__P22__Relapse	U2
MAIT__PT01__D30	U2
CD8 TEM__PT01__D30	U2
T CD4 Naive-1__727_EInv16_35M	U2
T CD4 Naive-1__3114_EInv_45F	U2
Multilin-1__727_EInv16_35M	U2
preNeu__P22__Relapse	U2
T CD4 Naive-1__PAXMIJ-EoT	U2
Non-Classical Mono-2__2853_Aft36_P71F	U2
LMPP-1__3114_EInv_45F	U2
CD4 TCM__P08__Relapse	U2
MPP-1__3114_EInv_45F	U2
MAIT__PAXMIJ-EoT	U2
Multilin-1__PAWWEE	U2
NK-Mature__PAXMIJ-EoT	U2
MPP-MEP__2660_Ast82_38M	U2
CD4 TCM__596_E_N1c	U2
MultiLin-GMP-1__2660_Ast82_38M	U2
MAIT__P08__Relapse	U2
LMPP-2__2660_Ast82_38M	U2
MAIT__3114_EInv_45F	U2
MPP-MEP__P22__Relapse	U2
MEP-1__P22__Relapse	U2
NK-Mature__568_AfInv16_P24M	U2
MAIT__2660_Ast82_38M	U2
