	cluster
MultiLin-GMP-1__hashtag2-SRR16208957	U11
NK-Mature__hashtag2-SRR16208957	U11
Non-Classical Mono-2__hashtag2-SRR16208957	U11
T CD4 Activated__hashtag2-SRR16208957	U11
T CD4 Naive-1__hashtag2-SRR16208957	U11
cDC2-2__hashtag2-SRR16208957	U11
CD8 TEM__hashtag2-SRR16208958	U11
Classical-Mono__hashtag2-SRR16208964	U11
CD8 TEM__hashtag2-SRR16208965	U11
MAIT__hashtag2-SRR16208965	U11
NK-Mature__hashtag2-SRR16208965	U11
CD4 TCM__hashtag2-SRR16208966	U11
CD8 TEM__hashtag2-SRR16208966	U11
NK-Mature__HTO3-SRR16208954	U11
T CD4 Naive-2__10DD-1002__Treatment	U11
NK-Mature__hashtag2-SRR16208966	U11
Plasma Cell__hashtag2-SRR16208966	U11
CD8 TEM__hashtag2-SRR16208967	U11
Plasma Cell__hashtag2-SRR16208967	U11
B Memory-1__hashtag3-SRR16208949	U11
CD4 TCM__hashtag3-SRR16208949	U11
CD8 TEM__hashtag3-SRR16208949	U11
MAIT__hashtag3-SRR16208949	U11
NK-Mature__hashtag3-SRR16208949	U11
Erythroblast-1__10DD-1002__Diagnosis	U11
ERP-7__10DD-1002__Diagnosis	U11
T CD4 Activated__hashtag3-SRR16208949	U11
T CD4 Naive-1__hashtag3-SRR16208949	U11
B Memory-1__hashtag3-SRR16208950	U11
Mono-2__hashtag2-SRR16208957	U11
MAIT__hashtag2-SRR16208957	U11
Intermediate Mono-3__hashtag2-SRR16208957	U11
ERP-8__hashtag2-SRR16208957	U11
MAIT__Pt-69_Dx	U11
NK-Mature__Pt-69_Dx	U11
T CD4 Activated__Pt-69_Dx	U11
CD4 TCM__Pt-69_Rl	U11
CD8 TEM__Pt-69_Rl	U11
MAIT__Pt-69_Rl	U11
NK-Mature__Pt-69_Rl	U11
T CD4 Activated__Pt-69_Rl	U11
T CD4 Naive-1__Pt-69_Rl	U11
T CD8 Naive__Pt-69_Rl	U11
B Memory-1__TALL3783	U11
CD4 TCM__TALL3783	U11
CD8 TEM__TALL3783	U11
Classical-Mono__TALL3783	U11
CD4 TCM__hashtag3-SRR16208950	U11
Intermediate Mono-2__TALL3783	U11
NK-Mature__TALL3783	U11
Plasma Cell__10DD-1003__Relapse	U11
Non-Classical Mono-2__TALL3783	U11
Intermediate Mono-3__TALL3862	U11
MAIT__TALL3862	U11
Mono-2__TALL3862	U11
CD8 TEM__TALL4954	U11
NK-Mature__TALL4954	U11
T CD4 Activated__TALL4954	U11
B Memory-1__hashtag2-SRR16208957	U11
CD4 TCM__hashtag2-SRR16208957	U11
CD8 TEM__hashtag2-SRR16208957	U11
Classical-Mono__hashtag2-SRR16208957	U11
ERP-7__hashtag2-SRR16208957	U11
Intermediate Mono-3__TALL3783	U11
CD8 TEM__Pt-69_Dx	U11
CD8 TEM__hashtag3-SRR16208950	U11
MAIT__hashtag3-SRR16208950	U11
CD8 TEM__hashtag4-SRR16208950	U11
MAIT__hashtag4-SRR16208950	U11
T CD4 Activated__1009_AfInv16_29M	U11
B Memory-1__hashtag4-SRR16208965	U11
CD8 TEM__hashtag4-SRR16208965	U11
T CD4 Activated__hashtag4-SRR16208965	U11
B Memory-1__hashtag4-SRR16208966	U11
CD8 TEM__hashtag4-SRR16208966	U11
NK-Mature__hashtag4-SRR16208966	U11
T CD4 Activated__hashtag4-SRR16208966	U11
NK-Mature__hashtag4-SRR16208967	U11
B Memory-1__hashtag5-SRR16208965	U11
CD8 TEM__hashtag5-SRR16208965	U11
NK-Mature__hashtag5-SRR16208965	U11
T CD4 Activated__hashtag5-SRR16208965	U11
T CD4 Naive-1__hashtag5-SRR16208965	U11
B Memory-1__hashtag5-SRR16208966	U11
CD4 TCM__hashtag5-SRR16208966	U11
CD8 TEM__hashtag5-SRR16208966	U11
MAIT__hashtag5-SRR16208966	U11
NK-Mature__hashtag5-SRR16208966	U11
CD8 TEM__0817_E_N1c	U11
T CD4 Activated__hashtag5-SRR16208966	U11
B Memory-1__hashtag5-SRR16208967	U11
CD4 TCM__hashtag5-SRR16208967	U11
CD8 TEM__hashtag5-SRR16208967	U11
NK-Mature__hashtag5-SRR16208967	U11
T CD4 Activated__hashtag5-SRR16208967	U11
MAIT__hashtag6-SRR16208966	U11
CD4 TCM__hashtag4-SRR16208950	U11
MAIT__hashtag4-SRR16208949	U11
CD8 TEM__hashtag4-SRR16208949	U11
T CD4 Naive-1__hashtag3-SRR16208967	U11
NK-Mature__hashtag3-SRR16208950	U11
T CD4 Activated__hashtag3-SRR16208950	U11
T CD4 Naive-1__hashtag3-SRR16208950	U11
B Memory-1__hashtag3-SRR16208957	U11
T CD8 Naive__1060_EInv16_19M	U11
T CD4 Naive-1__1060_EInv16_19M	U11
T CD4 Activated__hashtag3-SRR16208957	U11
T CD4 Naive-1__hashtag3-SRR16208957	U11
MAIT__hashtag3-SRR16208959	U11
Plasma Cell__hashtag3-SRR16208959	U11
B Memory-1__hashtag3-SRR16208965	U11
MAIT__1060_EInv16_19M	U11
CD4 TCM__hashtag3-SRR16208965	U11
CD8 TEM__hashtag3-SRR16208965	U11
ERP-8__hashtag3-SRR16208950	U11
CD4 TCM__1060_EInv16_19M	U11
T CD4 Activated__hashtag3-SRR16208965	U11
T CD4 Naive-1__hashtag3-SRR16208965	U11
B Memory-1__hashtag3-SRR16208966	U11
CD4 TCM__hashtag3-SRR16208966	U11
CD8 TEM__hashtag3-SRR16208966	U11
MAIT__hashtag3-SRR16208966	U11
NK-Mature__hashtag3-SRR16208966	U11
T CD4 Activated__hashtag3-SRR16208966	U11
T CD4 Naive-1__hashtag3-SRR16208966	U11
B Memory-1__hashtag3-SRR16208967	U11
CD4 TCM__hashtag3-SRR16208967	U11
CD8 TEM__hashtag3-SRR16208967	U11
NK-Mature__hashtag3-SRR16208967	U11
T CD4 Activated__hashtag3-SRR16208967	U11
NK-Mature__hashtag3-SRR16208965	U11
B Memory-1__Pt-69_Dx	U11
B Memory-1__AML4340	U11
B Memory-1__HTO5-SRR16208954	U11
CD8 TEM__HTO5-SRR16208955	U11
MAIT__HTO5-SRR16208955	U11
T CD4 Naive-1__PAXMIJ-EoT	U11
T CD8 Naive__PAXMIJ-EoT	U11
Mono-2__PT11__D30	U11
NK-Mature__HTO5-SRR16208955	U11
pDC__HTO6-SRR16208954	U11
MAIT__HTO6-SRR16208955	U11
NK-Mature__HTO6-SRR16208955	U11
T CD4 Naive-1__HTO6-SRR16208955	U11
Mono-2__PAXMIJ-EoT	U11
Classical-Mono__MDS585	U11
pre-DC-1__PT17__Diagnosis	U11
Plasma Cell__NA-SRR16208929	U11
CD4 TCM__PT18__D14	U11
Erythroblast-3__10DD-1065__Diagnosis	U11
Erythroblast-2__10DD-1051__Treatment	U11
Erythroblast-3__10DD-1051__Diagnosis	U11
CD8 TEM__PT18__D14	U11
NK-Mature__PT18__D14	U11
B Memory-2__HTO3-SRR16208955	U11
B Memory-1__HTO3-SRR16208955	U11
NK-Mature__PT17__D14	U11
CD4 TCM__HTO5-SRR16208955	U11
T CD4 Activated__HTO5-SRR16208955	U11
Multilin-1__PT09_PT13__D30	U11
MAIT__HTO3-SRR16208955	U11
Mono-1__PT09__Diagnosis	U11
CD4 TCM__HTO3-SRR16208955	U11
T CD4 Activated__Pt-16_Dx	U11
NK-Mature__HTO3-SRR16208955	U11
T CD4 Activated__HTO3-SRR16208955	U11
CD4 TCM__HTO5-SRR16208954	U11
CD8 TEM__HTO5-SRR16208954	U11
MAIT__HTO5-SRR16208954	U11
NK-Mature__HTO5-SRR16208954	U11
T CD4 Naive-1__HTO3-SRR16208955	U11
B Memory-2__HTO5-SRR16208954	U11
Plasma Cell__PT07__D14	U11
LMPP-1-cycling__PT06__Diagnosis	U11
T CD4 Naive-1__HTO3-SRR16208954	U11
T CD4 Naive-1__HTO5-SRR16208954	U11
CD8 TEM__HTO3-SRR16208955	U11
MultiLin-GMP-2__AML003	U13
Intermediate Mono-3__1060_EInv16_19M	U13
cDC1__98-31_AfInv16_34F	U13
Myeloid intermediate 1__AML003	U13
Myeloid intermediate 3__98-31_AfInv16_34F	U13
Multilin-2__AML003	U13
Myeloid intermediate 2__98-31_AfInv16_34F	U13
BMCP-1__AML003	U13
MPP-MEP__AML003	U13
LMPP-1-cycling__AML003	U13
Multilin-1__AML003	U13
MEP-1__AML003	U13
pre-DC-2__98-31_AfInv16_34F	U13
MEP-2__AML003	U13
preNeu__1036_EInv16_22M	U13
Multilin-2__AML-14_CCHMC	U13
MPP-2__1036_EInv16_22M	U13
Multilin-1__1036_EInv16_22M	U13
Myeloid intermediate 2__AML-14_CCHMC	U13
Myeloid intermediate 3__AML-14_CCHMC	U13
preNeu__AML-14_CCHMC	U13
Multilin-1__AML-14_CCHMC	U13
BMCP-1__AML-14_CCHMC	U13
Mono-1__301_AfInv16_29M	U13
LMPP-1-cycling__1009_AfInv16_29M	U13
Pro-B-3__1906_Aft82_P36M	U13
Myeloid intermediate 3__1036_EInv16_22M	U13
LMPP-1-cycling__1060_EInv16_19M	U13
LMPP-1__1036_EInv16_22M	U13
LMPP-1-cycling__1036_EInv16_22M	U13
LMPP-2__1036_EInv16_22M	U13
MDP-2__1036_EInv16_22M	U13
MPP-1__1036_EInv16_22M	U13
MPP-MEP__1036_EInv16_22M	U13
MultiLin-GMP-2__1036_EInv16_22M	U13
MultiLin-GMP-3__1036_EInv16_22M	U13
MultiLin-GMP-2__1009_AfInv16_29M	U13
LMPP-2__1060_EInv16_19M	U13
cDC1__1076_AfInv16_51M	U13
MEP-1__1060_EInv16_19M	U13
cMOP__AML012	U13
preNeu__AML012	U13
cDC2-1__1076_AfInv16_51M	U13
cDC2-2__1076_AfInv16_51M	U13
cMOP__1076_AfInv16_51M	U13
preNeu__1060_EInv16_19M	U13
pre-DC-3__1076_AfInv16_51M	U13
preNeu__1076_AfInv16_51M	U13
BMCP-1__3114_EInv_45F	U13
cDC1__1060_EInv16_19M	U13
LMPP-1-cycling__3114_EInv_45F	U13
LMPP-2__3114_EInv_45F	U13
MDP-1__3114_EInv_45F	U13
MDP-2__3114_EInv_45F	U13
MEP-1__3114_EInv_45F	U13
cDC2-2__AML012	U13
Myeloid intermediate 3__AML012	U13
Myeloid intermediate 3__1076_AfInv16_51M	U13
Myeloid intermediate 2__1076_AfInv16_51M	U13
MPP-1__1076_AfInv16_51M	U13
MPP-MEP__1076_AfInv16_51M	U13
Mono-1__1076_AfInv16_51M	U13
MultiLin-GMP-1__1076_AfInv16_51M	U13
MultiLin-GMP-2__1076_AfInv16_51M	U13
Multilin-1__1076_AfInv16_51M	U13
Myeloid intermediate 1__1076_AfInv16_51M	U13
preNeu__2698_EInv16_P47M	U13
BMCP-1__AML012	U13
LMPP-2__1076_AfInv16_51M	U13
LMPP-1-cycling__1076_AfInv16_51M	U13
MPP-MEP__AML012	U13
Mono-1__AML012	U13
MultiLin-GMP-1__AML012	U13
MultiLin-GMP-2__AML012	U13
Myeloid intermediate 1__AML012	U13
MDP-1__1076_AfInv16_51M	U13
MDP-2__1060_EInv16_19M	U13
pre-DC-3__2698_EInv16_P47M	U13
cMOP__2698_EInv16_P47M	U13
BMCP-1__2698_EInv16_P47M	U13
B Memory-1__2698_EInv16_P47M	U13
Myeloid intermediate 2__3114_EInv_45F	U13
Myeloid intermediate 2__1060_EInv16_19M	U13
MultiLin-GMP-2__AML033	U13
Multilin-1__1060_EInv16_19M	U13
Myeloid intermediate 1__AML033	U13
cDC1__3114_EInv_45F	U13
preNeu__AML033	U13
cDC2-1__3114_EInv_45F	U13
cDC2-2__3114_EInv_45F	U13
MultiLin-GMP-3__1060_EInv16_19M	U13
MultiLin-GMP-2__1060_EInv16_19M	U13
MultiLin-GMP-1__1060_EInv16_19M	U13
Mono-1__98-31_AfInv16_34F	U13
MultiLin-GMP-3__3114_EInv_45F	U13
MultiLin-GMP-1__3114_EInv_45F	U13
LMPP-1-cycling__2698_EInv16_P47M	U13
LMPP-2__2698_EInv16_P47M	U13
cDC2-1__2698_EInv16_P47M	U13
cDC1__2698_EInv16_P47M	U13
MPP-MEP__3114_EInv_45F	U13
Myeloid intermediate 3__2698_EInv16_P47M	U13
Myeloid intermediate 2__2698_EInv16_P47M	U13
Mono-1__3114_EInv_45F	U13
Multilin-1__2698_EInv16_P47M	U13
pre-DC-2__2698_EInv16_P47M	U13
MultiLin-GMP-2__2698_EInv16_P47M	U13
Mono-2__2698_EInv16_P47M	U13
Mono-1__2698_EInv16_P47M	U13
MPP-MEP__2698_EInv16_P47M	U13
MEP-2__2698_EInv16_P47M	U13
MDP-2__2698_EInv16_P47M	U13
MDP-1__2698_EInv16_P47M	U13
Mono-2__3114_EInv_45F	U13
MultiLin-GMP-1__2698_EInv16_P47M	U13
MPP-MEP__1060_EInv16_19M	U13
MDP-2__1076_AfInv16_51M	U13
MEP-1__550_EInv16_38M	U13
pre-DC-2__550_EInv16_38M	U13
pre-DC-1__550_EInv16_38M	U13
cDC2-2__550_EInv16_38M	U13
cDC1__550_EInv16_38M	U13
Myeloid intermediate 3__550_EInv16_38M	U13
Myeloid intermediate 2__550_EInv16_38M	U13
Multilin-2__550_EInv16_38M	U13
Multilin-1__550_EInv16_38M	U13
MultiLin-GMP-3__550_EInv16_38M	U13
MultiLin-GMP-2__550_EInv16_38M	U13
MultiLin-GMP-1__550_EInv16_38M	U13
Mono-1__550_EInv16_38M	U13
MPP-MEP__550_EInv16_38M	U13
pre-DC-2__562_AfInv16_25F	U13
MDP-3__550_EInv16_38M	U13
MDP-2__550_EInv16_38M	U13
MDP-1__550_EInv16_38M	U13
LMPP-2__550_EInv16_38M	U13
LMPP-1-cycling__550_EInv16_38M	U13
pre-DC-3__550_EInv16_38M	U13
Intermediate Mono-2__550_EInv16_38M	U13
preNeu__550_EInv16_38M	U13
LMPP-1-cycling__562_AfInv16_25F	U13
cDC2-2__562_AfInv16_25F	U13
cDC2-1__562_AfInv16_25F	U13
cDC1__562_AfInv16_25F	U13
Myeloid intermediate 3__562_AfInv16_25F	U13
Myeloid intermediate 2__562_AfInv16_25F	U13
Multilin-1__4924_AfInv16_P49M	U13
pre-DC-3__568_AfInv16_P24M	U13
MDP-1__4924_AfInv16_P49M	U13
Multilin-1__562_AfInv16_25F	U13
LMPP-2__4924_AfInv16_P49M	U13
MultiLin-GMP-1__562_AfInv16_25F	U13
Mono-2__562_AfInv16_25F	U13
Mono-1__562_AfInv16_25F	U13
MPP-MEP__562_AfInv16_25F	U13
MDP-3__562_AfInv16_25F	U13
LMPP-1-cycling__4924_AfInv16_P49M	U13
MDP-2__562_AfInv16_25F	U13
MDP-1__562_AfInv16_25F	U13
LMPP-2__562_AfInv16_25F	U13
ASDC__562_AfInv16_25F	U13
LMPP-1-cycling__727_EInv16_35M	U13
pre-DC-3__562_AfInv16_25F	U13
LMPP-2__5381v2_AfInv16_P49M	U13
MultiLin-GMP-1__754_EInv16_47M	U13
pre-DC-1__5381v2_AfInv16_P49M	U13
cDC2-1__5381v2_AfInv16_P49M	U13
Mono-1__754_EInv16_47M	U13
MultiLin-GMP-2__727_EInv16_35M	U13
MultiLin-GMP-3__727_EInv16_35M	U13
cDC1__5381v2_AfInv16_P49M	U13
Multilin-1__727_EInv16_35M	U13
MPP-MEP__754_EInv16_47M	U13
MDP-2__754_EInv16_47M	U13
LMPP-2__754_EInv16_47M	U13
LMPP-1-cycling__754_EInv16_47M	U13
LMPP-1-cycling__5381v2_AfInv16_P49M	U13
Mono-1__5381v2_AfInv16_P49M	U13
MEP-1__727_EInv16_35M	U13
BMCP-1__754_EInv16_47M	U13
Myeloid intermediate 3__5381v2_AfInv16_P49M	U13
MDP-2__5381v2_AfInv16_P49M	U13
MPP-MEP__5381v2_AfInv16_P49M	U13
Myeloid intermediate 2__5381v2_AfInv16_P49M	U13
pre-DC-2__5381v2_AfInv16_P49M	U13
Mono-2__5381v2_AfInv16_P49M	U13
Myeloid intermediate 2__754_EInv16_47M	U13
MultiLin-GMP-1__727_EInv16_35M	U13
Myeloid intermediate 3__754_EInv16_47M	U13
cDC1__754_EInv16_47M	U13
preNeu__754_EInv16_47M	U13
MPP-MEP__727_EInv16_35M	U13
pre-DC-3__5381v2_AfInv16_P49M	U13
BMCP-1__550_EInv16_38M	U13
preNeu__5381v2_AfInv16_P49M	U13
MEP-2__hashtag6-SRR16208967	U14
MPP-1__AML0114	U14
MEP-2__AML0114	U14
NK-Mature__hashtag6-SRR16208967	U14
NK-Mature__hashtag6-SRR16208965	U14
T CD4 Naive-1__562_AfInv16_25F	U14
T CD4 Naive-1__hashtag6-SRR16208965	U14
Multilin-2__AML006	U14
Intermediate Mono-2__PAUMTZ-Relapse	U14
NK-Mature__hashtag3-SRR16208957	U14
cDC2-1__AML006	U14
Intermediate Mono-3__PAUMTZ-Relapse	U14
Erythroblast-3__AML006	U14
NK-Mature__562_AfInv16_25F	U14
LMPP-2__AML006	U14
NK-Mature__AML4897	U14
MAIT__562_AfInv16_25F	U14
MKP-early__AML4897	U14
CD8 TEM__562_AfInv16_25F	U14
MEP-2__AML4897	U14
MPP-MEP__AML4897	U14
B Memory-2__hashtag3-SRR16208957	U14
CD4 TCM__550_EInv16_38M	U14
CD4 TCM__hashtag3-SRR16208957	U14
CD8 TEM__hashtag3-SRR16208957	U14
Non-Classical Mono-2__AML008	U14
MAIT__AML4897	U14
NK-Mature__AML008	U14
Mono-2__AML008	U14
MAIT__hashtag3-SRR16208957	U14
Erythroblast-3__AML4897	U14
CD8 TEM__hashtag6-SRR16208966	U14
MPP-MEP__hashtag3-SRR16208957	U14
HSC-2__AML0114	U14
MPP-MEP__AML008	U14
Intermediate Mono-3__AML008	U14
Intermediate Mono-2__AML008	U14
Intermediate Mono-1__AML008	U14
MAIT__PAUMTZ-Relapse	U14
Myeloid intermediate 1__550_EInv16_38M	U14
CD4 TCM__hashtag6-SRR16208966	U14
NK-Mature__hashtag6-SRR16208966	U14
Classical-Mono__AML008	U14
T CD4 Naive-1__hashtag6-SRR16208966	U14
B Memory-1__AML008	U14
CD4 TCM__hashtag6-SRR16208967	U14
B Memory-1__562_AfInv16_25F	U14
CD4 TCM__562_AfInv16_25F	U14
CD8 TEM__hashtag6-SRR16208967	U14
Erythroblast-1__hashtag5-SRR16208966	U14
CD4 TCM__PAUMTZ-Relapse	U14
MAIT__hashtag6-SRR16208965	U14
ERP-7__hashtag4-SRR16208966	U14
CD4 TCM__hashtag4-SRR16208966	U14
MAIT__hashtag5-SRR16208967	U14
NK-Mature__hashtag4-SRR16208965	U14
Intermediate Mono-3__727_EInv16_35M	U14
CD4 TCM__hashtag4-SRR16208965	U14
MEP-2__hashtag5-SRR16208967	U14
MAIT__MDS1123	U14
T CD4 Naive-1__hashtag4-SRR16208950	U14
Non-Classical Mono-1__hashtag4-SRR16208950	U14
MEP-2__hashtag4-SRR16208966	U14
T CD4 Naive-1__ETP9153	U14
Non-Classical Mono-1__MDS1123	U14
Non-Classical Mono-1__hashtag4-SRR16208949	U14
MAIT__ETP9153	U14
Erythroblast-3__hashtag4-SRR16208949	U14
CD8 TEM__MDS585	U14
MPP-1__hashtag5-SRR16208967	U14
CD8 TEM__ETP9153	U14
CD4 TCM__ETP9153	U14
MPP-MEP__hashtag3-SRR16208967	U14
BMCP-1__727_EInv16_35M	U14
MPP-MEP__MDS1123	U14
preNeu__596_E_N1c	U14
Erythroblast-3__HTO2-SRR16208956	U14
Mono-2__727_EInv16_35M	U14
MPP-1__hashtag5-SRR16208966	U14
MPP-MEP__hashtag5-SRR16208966	U14
Myeloid intermediate 1__754_EInv16_47M	U14
CD4 TCM__754_EInv16_47M	U14
pre-DC-2__727_EInv16_35M	U14
Multilin-1__hashtag5-SRR16208965	U14
MDP-2__AML-12_CCHMC	U14
MPP-MEP__hashtag5-SRR16208965	U14
cMOP__727_EInv16_35M	U14
cDC2-1__727_EInv16_35M	U14
Mono-1__727_EInv16_35M	U14
Non-Classical Mono-2__727_EInv16_35M	U14
Myeloid intermediate 3__727_EInv16_35M	U14
Myeloid intermediate 2__727_EInv16_35M	U14
MEP-2__hashtag5-SRR16208965	U14
LMPP-2__hashtag5-SRR16208965	U14
CD4 TCM__hashtag5-SRR16208965	U14
MEP-2__hashtag4-SRR16208967	U14
MAIT__hashtag4-SRR16208967	U14
CD8 TEM__hashtag4-SRR16208967	U14
B Memory-1__hashtag4-SRR16208967	U14
cDC2-2__hashtag4-SRR16208966	U14
LMPP-2__hashtag5-SRR16208967	U14
cDC2-2__596_E_N1c	U14
MEP-2__hashtag3-SRR16208967	U14
cDC2-1__596_E_N1c	U14
Non-Classical Mono-1__PAUMTZ-EoT	U14
MAIT__hashtag3-SRR16208965	U14
CD4 TCM__AML5292	U14
Erythroblast-1__AML003	U14
Erythroblast-3__AML003	U14
B Memory-2__PAUMTZ-Relapse	U14
Multilin-1__hashtag5-SRR16208967	U14
immNeu-1__568_AfInv16_P24M	U14
cMOP__568_AfInv16_P24M	U14
CD4 TCM__hashtag6-SRR16208965	U14
MEP-2__hashtag3-SRR16208965	U14
CD8 TEM__hashtag6-SRR16208965	U14
T CD4 Naive-1__568_AfInv16_P24M	U14
LMPP-2__hashtag5-SRR16208966	U14
Classical-Mono__PAUMTZ-Relapse	U14
NK-Mature__568_AfInv16_P24M	U14
Myeloid intermediate 1__568_AfInv16_P24M	U14
Erythroblast-3__PAUMTZ-Relapse	U14
MAIT__568_AfInv16_P24M	U14
Intermediate Mono-1__PAUMTZ-Relapse	U14
LMPP-2__hashtag3-SRR16208959	U14
CD4 TCM__568_AfInv16_P24M	U14
T CD8 Naive__568_AfInv16_P24M	U14
MPP-MEP__hashtag3-SRR16208965	U14
B Memory-1__596_E_N1c	U14
Erythroblast-3__PAUMTZ-EoT	U14
MAIT__hashtag3-SRR16208967	U14
cDC1__596_E_N1c	U14
Plasma Cell__596_E_N1c	U14
NK-Mature__596_E_N1c	U14
B Memory-2__ETP9153	U14
MAIT__MDS585	U14
Myeloid intermediate 2__596_E_N1c	U14
MPP-MEP__596_E_N1c	U14
MDP-3__596_E_N1c	U14
MEP-2__MDS585	U14
MEP-Eryth-2__MDS585	U14
MDP-2__596_E_N1c	U14
MPP-MEP__MDS585	U14
T CD4 Naive-1__MDS585	U14
MEP-2__hashtag3-SRR16208966	U14
MDP-2__NA-SRR16208928	U14
MPP-MEP__hashtag5-SRR16208967	U14
MDP-3__NA-SRR16208930	U14
MAIT__596_E_N1c	U14
T CD4 Naive-1__AML-23	U14
T CD8 Naive__AML-23	U14
CD8 TEM__596_E_N1c	U14
CD4 TCM__596_E_N1c	U14
B Memory-1__568_AfInv16_P24M	U14
CD4 TCM__hashtag4-SRR16208967	U14
Multilin-1__AML3133	U14
Erythroblast-3__hashtag3-SRR16208950	U14
T CD8 Naive__AML073	U14
Non-Classical Mono-1__PT11__D30	U14
T CD4 Naive-1__AML073	U14
Multilin-2__AML073	U14
Multilin-1__AML073	U14
MultiLin-GMP-2__AML073	U14
MPP-MEP__AML073	U14
CD4 TCM__TALL3862	U14
MEP-Eryth-2__AML073	U14
MEP-Eryth-2__TALL3862	U14
LMPP-2__AML073	U14
LMPP-1-cycling__AML073	U14
Erythroblast-3__AML073	U14
Erythroblast-1__AML073	U14
ERP-8__AML073	U14
CLP__AML073	U14
MDP-1__AML073	U14
T CD8 Naive__TALL3783	U14
T CD4 Naive-1__TALL3783	U14
T CD4 Activated__TALL3783	U14
Mono-1__Pt-16_Dx	U14
CD4 TCM__AML1896	U14
MEP-2__Pt-16_Dx	U14
T CD4 Naive-1__AML1552	U14
Classical-Mono__Pt-16_Dx	U14
Non-Classical Mono-2__AML1552	U14
NK-Mature__AML1552	U14
MAIT__AML1552	U14
Intermediate Mono-3__AML1552	U14
CD8 TEM__AML1552	U14
CD4 TCM__AML1552	U14
BMCP-1__AML1552	U14
LMPP-2__TALL3783	U14
B Memory-1__AML1552	U14
MAIT__TALL3783	U14
Erythroblast-2__AML3762	U14
Pro-B-cycling-1__TALL3783	U14
CD4 TCM__AML073	U14
Erythroblast-1__AML1896	U14
preNeu__AML0693	U14
T CD4 Naive-1__AML0693	U14
ERP-5__AML0693	U14
ERP-1__AML0693	U14
CD8 TEM__AML0693	U14
CD4 TCM__AML0693	U14
BMCP-1__AML0693	U14
CLP__TALL4954	U14
B Memory-2__AML0693	U14
ERP-6__AML0693	U14
B Memory-1__AML0693	U14
MAIT__AML0656	U14
Intermediate Mono-3__AML0656	U14
Erythroblast-3__AML0656	U14
Pro-B-1__TALL4954	U14
Pro-B-cycling-1__TALL4954	U14
Multilin-1__AML0612	U14
MPP-MEP__AML0612	U14
Non-Classical Mono-2__AML0656	U14
ERP-7__AML0693	U14
ERP-8__AML0693	U14
Erythroblast-2__AML0693	U14
T CD4 Naive-1__TALL3862	U14
Non-Classical Mono-1__AML0693	U14
NK-Mature__AML0693	U14
Myeloid intermediate 3__AML0693	U14
Myeloid intermediate 2__AML0693	U14
Myeloid intermediate 1__AML0693	U14
MultiLin-GMP-1__AML0693	U14
MPP-MEP__AML0693	U14
MPP-1__AML0693	U14
Mono-1__PT11__D30	U14
MEP-Eryth-2__AML0693	U14
MEP-Eryth-1__AML0693	U14
MEP-2__AML0693	U14
MAIT__AML0693	U14
HSC-2__AML0693	U14
HSC-1__AML0693	U14
Erythroblast-3__AML0693	U14
cDC1__AML0693	U14
LMPP-1-cycling__AML1896	U14
Mono-2__Pt-16_Dx	U14
MEP-2__AML1896	U14
MDP-2__AML2910	U14
MDP-1__AML2910	U14
Classical-Mono__Pt-69_Rl	U14
CLP__AML2910	U14
Intermediate Mono-1__Pt-69_Rl	U14
B Memory-1__AML2910	U14
preNeu__AML2451	U14
MDP-3__AML2910	U14
cDC1__AML2451	U14
T CD4 Naive-1__AML2451	U14
Non-Classical Mono-2__AML2451	U14
NK-Mature__AML2451	U14
Myeloid intermediate 3__AML2451	U14
Myeloid intermediate 2__AML2451	U14
Mono-2__AML2451	U14
Mono-1__AML2451	U14
Intermediate Mono-3__Pt-69_Rl	U14
MDP-4__AML2910	U14
MPP-1__AML2910	U14
MPP-MEP__AML2910	U14
Intermediate Mono-2__Pt-69_Dx	U14
cDC2-2__Pt-20_Dx	U14
MPP-MEP__Pt-69_Dx	U14
CD4 TCM__Pt-20_Dx	U14
Non-Classical Mono-2__Pt-69_Dx	U14
immNeu-1__Pt-16_Dx	U14
Erythroblast-3__AML3050	U14
CLP__AML3050	U14
cDC2-1__Pt-69_Dx	U14
cMOP__Pt-16_Dx	U14
pre-DC-3__AML2910	U14
pre-DC-1__AML2910	U14
cMOP__AML2910	U14
cDC2-1__AML2910	U14
Non-Classical Mono-2__AML2910	U14
Multilin-2__AML2910	U14
Multilin-1__AML2910	U14
MPP-MEP__AML2451	U14
MEP-2__AML2451	U14
MAIT__AML2451	U14
LMPP-2__AML2451	U14
pre-DC-2__Pt-69_Rl	U14
BMCP-1__Pt-89_Dx	U14
Classical-Mono__Pt-89_Dx	U14
preNeu__AML1896	U14
cDC2-1__AML1896	U14
cDC1__AML1896	U14
T CD8 Naive__AML1896	U14
MEP-2__Pt-89_Dx	U14
Myeloid intermediate 2__Pt-89_Dx	U14
Non-Classical Mono-2__AML1896	U14
NK-Mature__Pt-89_Dx	U14
Myeloid intermediate 3__AML1896	U14
Myeloid intermediate 2__AML1896	U14
MultiLin-GMP-2__AML1896	U14
Mono-2__AML1896	U14
MPP-MEP__AML1896	U14
MPP-1__AML1896	U14
cDC2-1__Pt-69_Rl	U14
MPP-2__AML0612	U14
cDC1__Pt-69_Rl	U14
ERP-4__AML2123	U14
Intermediate Mono-3__AML2451	U14
Intermediate Mono-2__AML2451	U14
Erythroblast-3__AML2451	U14
CD8 TEM__AML2451	U14
CD4 TCM__AML2451	U14
