	cluster
LMPP-1__10DD-1058__Treatment	U17
MultiLin-GMP-1__869586__Relapse	U17
MEP-1__10DD-1070__Treatment	U17
MEP-Eryth-2__10DD-1065__Diagnosis	U17
MEP-Eryth-2__869586__Relapse	U17
MEP-2__10DD-1065__Treatment	U17
MPP-MEP__220882__Relapse	U17
ASDC__10DD-1070__Diagnosis	U17
MPP-MEP__10DD-1070__Treatment	U17
ASDC__P15__Diagnosis	U17
Classical-Mono__10DD-1070__Diagnosis	U17
Intermediate Mono-3__10DD-1070__Diagnosis	U17
Mono-2__10DD-1070__Diagnosis	U17
LMPP-1__10DD-1070__Treatment	U17
pre-DC-3__220882__Treatment	U17
Myeloid intermediate 2__10DD-1070__Diagnosis	U17
Intermediate Mono-3__10DD-1070__Treatment	U17
Intermediate Mono-1__10DD-1070__Treatment	U17
Classical-Mono__10DD-1070__Treatment	U17
Myeloid intermediate 3__10DD-1070__Diagnosis	U17
Mono-1__10DD-1070__Diagnosis	U17
MPP-MEP__10DD-1070__Diagnosis	U17
MPP-2__10DD-1070__Diagnosis	U17
MDP-2__10DD-1070__Diagnosis	U17
cDC1__10DD-1070__Diagnosis	U17
MEP-2__10DD-1065__Diagnosis	U17
MPP-2__10DD-1070__Treatment	U17
pre-DC-2__10DD-1070__Diagnosis	U17
ASDC__10DD-1070__Treatment	U17
pre-DC-3__827494__Diagnosis	U17
LMPP-1-cycling__10DD-1070__Diagnosis	U17
LMPP-1__10DD-1070__Diagnosis	U17
BMCP-1__10DD-1070__Treatment	U17
pre-DC-1__10DD-1070__Diagnosis	U17
MEP-Eryth-1__869586__Relapse	U17
MultiLin-GMP-2__10DD-1070__Diagnosis	U17
MEP-2__869586__Relapse	U17
MultiLin-GMP-1__868442__Diagnosis	U17
Myeloid intermediate 2__10DD-1070__Treatment	U17
Multilin-2__10DD-1070__Diagnosis	U17
Myeloid intermediate 3__10DD-1070__Treatment	U17
LMPP-1-cycling__10DD-1070__Treatment	U17
Myeloid intermediate 2__220882__Treatment	U17
MPP-MEP__10DD-1058__Treatment	U17
Multilin-2__10DD-1070__Treatment	U17
cDC1__10DD-1070__Treatment	U17
Mono-2__10DD-1070__Treatment	U17
Mono-1__10DD-1070__Treatment	U17
MPP-MEP__10DD-1058__Diagnosis	U17
Intermediate Mono-3__10DD-1058__Diagnosis	U17
ASDC__AML-08	U18
cDC2-2__AML5292	U18
pre-DC-3__AML5292	U18
cDC2-2__AML-12	U18
cDC2-1__MDS585	U18
cDC2-1__AML5292	U18
cDC2-1__AML-12	U18
cDC2-1__PT15__Diagnosis	U18
cDC2-2__PT15__Diagnosis	U18
cDC1__PT15__Diagnosis	U18
cDC1__AML1371	U18
cDC2-2__AML-08	U18
pre-DC-1__AML-08	U18
pre-DC-3__PT01__Diagnosis	U18
cDC1__AML-08	U18
cDC2-2__PT01__Diagnosis	U18
cDC2-2__PT02__Diagnosis	U18
cDC1__PT01__Diagnosis	U18
pre-DC-3__AML-08	U18
cDC1__AML2	U18
cDC2-2__PT07__Diagnosis	U18
cDC2-1__PT08__Diagnosis	U18
cDC2-2__PT08__Diagnosis	U18
cDC1__PT09__Diagnosis	U18
pre-DC-3__AML-19-Dx1	U18
cDC2-1__PT09__Diagnosis	U18
pre-DC-3__AML-17	U18
cDC2-2__PT09__Diagnosis	U18
pre-DC-3__AML13	U18
cDC2-2__AML13	U18
pre-DC-3__PT09__Diagnosis	U18
cDC2-1__AML13	U18
cDC2-1__AML1371	U18
pre-DC-3__AML1371	U18
Multilin-1__P07__Relapse	U2
Myeloid intermediate 2__P08__Diagnosis	U2
Mono-2__P07__Relapse	U2
cDC1__P08__Diagnosis	U2
Myeloid intermediate 3__P08__Diagnosis	U2
T CD8 Naive__P08__Diagnosis	U2
Multilin-2__P07__Relapse	U2
T CD4 Naive-2__P08__Diagnosis	U2
T CD4 Naive-1__P08__Diagnosis	U2
MPP-MEP__P07__Relapse	U2
NK-Mature__P08__Diagnosis	U2
LMPP-1-cycling__P08__Relapse	U2
MPP-2__P07__Relapse	U2
MPP-2__P08__Relapse	U2
MultiLin-GMP-3__P07__Relapse	U2
NK-Mature__P07__Relapse	U2
cDC2-2__P07__Relapse	U2
T CD4 Naive-1__P07__Relapse	U2
preNeu__P08__Diagnosis	U2
pre-DC-3__P08__Diagnosis	U2
ERP-6__P08__Diagnosis	U2
pre-DC-2__P08__Diagnosis	U2
MAIT__P08__Diagnosis	U2
LMPP-2__P08__Diagnosis	U2
Mono-2__P08__Diagnosis	U2
Mono-1__P08__Diagnosis	U2
CD4 TCM__P08__Relapse	U2
LMPP-1-cycling__P08__Diagnosis	U2
MPP-MEP__P08__Diagnosis	U2
Intermediate Mono-3__P08__Diagnosis	U2
HSC-2__P08__Diagnosis	U2
Erythroblast-2__P08__Diagnosis	U2
cDC2-1__P08__Diagnosis	U2
cDC2-2__P08__Diagnosis	U2
immNeu-1__P08__Diagnosis	U2
pre-DC-1__P08__Diagnosis	U2
LMPP-1__P08__Diagnosis	U2
CD8 TEM__P08__Diagnosis	U2
MDP-2__P08__Diagnosis	U2
CD8 TEM__P08__Relapse	U2
Myeloid intermediate 1__P08__Diagnosis	U2
T CD4 Naive-2__P07__Relapse	U2
Multilin-2__P08__Diagnosis	U2
Multilin-1__P08__Diagnosis	U2
MultiLin-GMP-3__P08__Diagnosis	U2
MultiLin-GMP-2__P08__Diagnosis	U2
MultiLin-GMP-1__P08__Diagnosis	U2
Erythroblast-2__P08__Relapse	U2
MPP-2__P08__Diagnosis	U2
MEP-Eryth-2__P08__Diagnosis	U2
MEP-2__P08__Diagnosis	U2
T CD8 Naive__P07__Relapse	U2
cDC2-1__P07__Relapse	U2
MEP-1__P08__Diagnosis	U2
Erythroblast-1__P08__Relapse	U2
immNeu-2__P07__Relapse	U2
BMCP-1__P08__Diagnosis	U2
CD4 TCM__P08__Diagnosis	U2
ERP-5__P08__Relapse	U2
Non-Classical Mono-1__P07__Relapse	U2
Erythroblast-1__P08__Diagnosis	U2
MDP-2__P05__Diagnosis	U2
MEP-Eryth-1__P07__Relapse	U2
MPP-MEP__P03__Diagnosis	U2
MPP-2__P03__Diagnosis	U2
MKP-early__P03__Diagnosis	U2
MEP-2__P03__Diagnosis	U2
MDP-3__P03__Diagnosis	U2
MDP-2__P03__Diagnosis	U2
MDP-1__P03__Diagnosis	U2
LMPP-2__P03__Diagnosis	U2
LMPP-1-cycling__P03__Diagnosis	U2
LMPP-1__P03__Diagnosis	U2
ERP-2__P03__Diagnosis	U2
ERP-1__P03__Diagnosis	U2
CLP__P03__Diagnosis	U2
CD4 TCM__P03__Diagnosis	U2
ASDC__P03__Diagnosis	U2
pre-B__P02__Relapse	U2
pDC__P02__Relapse	U2
T CD8 Naive__P02__Relapse	U2
T CD4 Naive-2__P02__Relapse	U2
T CD4 Naive-1__P02__Relapse	U2
NK-Mature__P02__Relapse	U2
MAIT__P02__Relapse	U2
LMPP-1__P02__Relapse	U2
Multilin-1__P03__Diagnosis	U2
CD4 TCM__P02__Relapse	U2
Multilin-2__P03__Diagnosis	U2
Pro-B-Early__P03__Diagnosis	U2
NK-Mature__P03__Relapse	U2
Multilin-2__P03__Relapse	U2
MultiLin-GMP-3__P03__Relapse	U2
MultiLin-GMP-2__P03__Relapse	U2
MultiLin-GMP-1__P03__Relapse	U2
MPP-MEP__P03__Relapse	U2
MPP-2__P03__Relapse	U2
MEP-2__P03__Relapse	U2
MDP-6__P03__Relapse	U2
MDP-4__P03__Relapse	U2
MDP-3__P03__Relapse	U2
MDP-2__P03__Relapse	U2
MDP-1__P03__Relapse	U2
LMPP-2__P03__Relapse	U2
LMPP-1-cycling__P03__Relapse	U2
LMPP-1__P03__Relapse	U2
pre-DC-3__P03__Diagnosis	U2
pDC__P03__Diagnosis	U2
T CD8 Naive__P03__Diagnosis	U2
T CD4 Naive-2__P03__Diagnosis	U2
T CD4 Naive-1__P03__Diagnosis	U2
Pro-B-cycling-1__P03__Diagnosis	U2
Pro-B-Early-cycling__P03__Diagnosis	U2
NK-Mature__P03__Diagnosis	U2
preNeu__P02__Diagnosis	U2
cDC1__P02__Diagnosis	U2
T CD4 Naive-2__P02__Diagnosis	U2
MultiLin-GMP-1__P01__Relapse	U2
MPP-MEP__P01__Relapse	U2
MEP-Eryth-2__P01__Relapse	U2
MEP-2__P01__Relapse	U2
MEP-1__P01__Relapse	U2
LMPP-1-cycling__P01__Relapse	U2
LMPP-1__P01__Relapse	U2
Intermediate Mono-1__P01__Relapse	U2
Erythroblast-2__P01__Relapse	U2
Erythroblast-1__P01__Relapse	U2
ERP-6__P01__Relapse	U2
CD8 TEM__P01__Relapse	U2
CD4 TCM__P01__Relapse	U2
BMCP-1__P01__Relapse	U2
T CD8 Naive__P01__Diagnosis	U2
T CD4 Naive-2__P01__Diagnosis	U2
T CD4 Naive-1__P01__Diagnosis	U2
NK-Mature__P01__Diagnosis	U2
Myeloid intermediate 3__P01__Diagnosis	U2
Myeloid intermediate 2__P01__Diagnosis	U2
Myeloid intermediate 1__P01__Diagnosis	U2
Multilin-2__P01__Diagnosis	U2
MultiLin-GMP-3__P01__Diagnosis	U2
MultiLin-GMP-2__P01__Relapse	U2
MultiLin-GMP-3__P01__Relapse	U2
Multilin-1__P01__Relapse	U2
Myeloid intermediate 3__P01__Relapse	U2
NK-Mature__P02__Diagnosis	U2
Myeloid intermediate 3__P02__Diagnosis	U2
Myeloid intermediate 2__P02__Diagnosis	U2
Myeloid intermediate 1__P02__Diagnosis	U2
Multilin-2__P02__Diagnosis	U2
Multilin-1__P02__Diagnosis	U2
MultiLin-GMP-3__P02__Diagnosis	U2
MultiLin-GMP-2__P02__Diagnosis	U2
MultiLin-GMP-1__P02__Diagnosis	U2
Mono-1__P02__Diagnosis	U2
MPP-MEP__P02__Diagnosis	U2
T CD4 Naive-2__P03__Relapse	U2
MEP-Eryth-2__P02__Diagnosis	U2
MEP-1__P02__Diagnosis	U2
MDP-2__P02__Diagnosis	U2
MDP-1__P02__Diagnosis	U2
LMPP-2__P02__Diagnosis	U2
LMPP-1-cycling__P02__Diagnosis	U2
LMPP-1__P02__Diagnosis	U2
CD4 TCM__P02__Diagnosis	U2
BMCP-1__P02__Diagnosis	U2
B Memory-2__P02__Diagnosis	U2
preNeu__P01__Relapse	U2
NK-Mature__P01__Relapse	U2
MEP-2__P02__Diagnosis	U2
MEP-Eryth-2__P07__Relapse	U2
pDC__P03__Relapse	U2
CD8 TEM__P04__Diagnosis	U2
MultiLin-GMP-1__P06__Relapse	U2
MPP-MEP__P06__Relapse	U2
MEP-2__P06__Relapse	U2
MDP-2__P06__Relapse	U2
MDP-1__P06__Relapse	U2
MAIT__P06__Relapse	U2
LMPP-2__P06__Relapse	U2
CD8 TEM__P06__Relapse	U2
CD4 TCM__P06__Relapse	U2
pre-DC-3__P06__Diagnosis	U2
pre-DC-2__P06__Diagnosis	U2
cDC2-1__P06__Diagnosis	U2
cDC1__P06__Diagnosis	U2
Non-Classical Mono-2__P06__Diagnosis	U2
NK-Mature__P06__Diagnosis	U2
Mono-2__P06__Diagnosis	U2
Mono-1__P06__Diagnosis	U2
MAIT__P06__Diagnosis	U2
Intermediate Mono-3__P06__Diagnosis	U2
CD4 TCM__P06__Diagnosis	U2
B Memory-2__P06__Diagnosis	U2
T CD4 Naive-2__P05__Relapse	U2
NK-Mature__P05__Relapse	U2
NK-Mature__P06__Relapse	U2
Multilin-2__P05__Relapse	U2
Non-Classical Mono-1__P06__Relapse	U2
T CD4 Naive-2__P06__Relapse	U2
MEP-2__P07__Relapse	U2
MEP-1__P07__Relapse	U2
MDP-2__P07__Relapse	U2
MAIT__P07__Relapse	U2
LMPP-1-cycling__P07__Relapse	U2
LMPP-1__P07__Relapse	U2
Intermediate Mono-3__P07__Relapse	U2
Intermediate Mono-2__P07__Relapse	U2
Intermediate Mono-1__P07__Relapse	U2
CD8 TEM__P07__Relapse	U2
CD4 TCM__P07__Relapse	U2
BMCP-1__P07__Relapse	U2
T CD8 Naive__P07__Diagnosis	U2
T CD4 Naive-2__P07__Diagnosis	U2
T CD4 Naive-1__P07__Diagnosis	U2
NK-Mature__P07__Diagnosis	U2
MPP-MEP__P07__Diagnosis	U2
MPP-2__P07__Diagnosis	U2
MAIT__P07__Diagnosis	U2
LMPP-1__P07__Diagnosis	U2
ERP-2__P07__Diagnosis	U2
CD4 TCM__P07__Diagnosis	U2
T CD8 Naive__P06__Relapse	U2
T CD4 Naive-1__P06__Relapse	U2
Multilin-1__P05__Relapse	U2
MultiLin-GMP-3__P05__Relapse	U2
MultiLin-GMP-2__P05__Relapse	U2
LMPP-1-cycling__P05__Diagnosis	U2
ERP-3__P05__Diagnosis	U2
cDC1__P04__Relapse	U2
NK-Mature__P04__Relapse	U2
Myeloid intermediate 3__P04__Relapse	U2
Myeloid intermediate 2__P04__Relapse	U2
Multilin-2__P04__Relapse	U2
MultiLin-GMP-2__P04__Relapse	U2
MultiLin-GMP-1__P04__Relapse	U2
MEP-Eryth-2__P04__Relapse	U2
MEP-2__P04__Relapse	U2
MDP-2__P04__Relapse	U2
LMPP-1-cycling__P04__Relapse	U2
LMPP-1__P04__Relapse	U2
CD4 TCM__P04__Relapse	U2
preNeu__P04__Diagnosis	U2
pre-DC-2__P04__Diagnosis	U2
T CD8 Naive__P04__Diagnosis	U2
T CD4 Naive-2__P04__Diagnosis	U2
NK-Mature__P04__Diagnosis	U2
Myeloid intermediate 1__P04__Diagnosis	U2
MultiLin-GMP-2__P04__Diagnosis	U2
MAIT__P04__Diagnosis	U2
MultiLin-GMP-1__P08__Relapse	U2
MEP-2__P05__Diagnosis	U2
MEP-Eryth-2__P05__Diagnosis	U2
MKP-early__P05__Diagnosis	U2
MultiLin-GMP-1__P05__Relapse	U2
MPP-MEP__P05__Relapse	U2
MPP-2__P05__Relapse	U2
MPP-1__P05__Relapse	U2
MKP-late__P05__Relapse	U2
MKP-early__P05__Relapse	U2
MEP-Eryth-2__P05__Relapse	U2
MEP-Eryth-1__P05__Relapse	U2
MEP-2__P05__Relapse	U2
MEP-1__P05__Relapse	U2
MDP-2__P05__Relapse	U2
CD4 TCM__P04__Diagnosis	U2
MDP-1__P05__Relapse	U2
LMPP-1-cycling__P05__Relapse	U2
LMPP-1__P05__Relapse	U2
HSC-2__P05__Relapse	U2
Erythroblast-3__P05__Relapse	U2
ERP-3__P05__Relapse	U2
ERP-1__P05__Relapse	U2
CLP__P05__Relapse	U2
CD4 TCM__P05__Relapse	U2
Multilin-2__P05__Diagnosis	U2
MultiLin-GMP-1__P05__Diagnosis	U2
MPP-MEP__P05__Diagnosis	U2
LMPP-2__P05__Relapse	U2
NK-Mature__P08__Relapse	U2
NK-Mature__P13__Relapse	U2
CD8 TEM__P09__Diagnosis	U2
T CD4 Naive-1__P18__Relapse	U2
NK-Mature__P18__Relapse	U2
MultiLin-GMP-1__P18__Relapse	U2
MPP-MEP__P18__Relapse	U2
MPP-2__P18__Relapse	U2
MPP-1__P18__Relapse	U2
MEP-2__P18__Relapse	U2
MAIT__P18__Relapse	U2
LMPP-2__P18__Relapse	U2
LMPP-1-cycling__P18__Relapse	U2
CD8 TEM__P18__Relapse	U2
CD4 TCM__P18__Relapse	U2
B Memory-2__P18__Relapse	U2
B Memory-1__P18__Relapse	U2
T CD8 Naive__P18__Diagnosis	U2
T CD4 Naive-2__P18__Diagnosis	U2
T CD4 Naive-1__P18__Diagnosis	U2
Pro-B-2__P18__Diagnosis	U2
NK-Mature__P18__Diagnosis	U2
Multilin-2__P18__Diagnosis	U2
MultiLin-GMP-1__P18__Diagnosis	U2
T CD4 Naive-2__P18__Relapse	U2
T CD8 Naive__P18__Relapse	U2
pre-B__P18__Relapse	U2
B Memory-1__P19__Diagnosis	U2
Multilin-2__P19__Relapse	U2
MultiLin-GMP-2__P19__Relapse	U2
MultiLin-GMP-1__P19__Relapse	U2
MPP-MEP__P19__Relapse	U2
MEP-2__P19__Relapse	U2
MDP-2__P19__Relapse	U2
MDP-1__P19__Relapse	U2
MAIT__P19__Relapse	U2
LMPP-2__P19__Relapse	U2
LMPP-1-cycling__P19__Relapse	U2
MPP-MEP__P18__Diagnosis	U2
LMPP-1__P19__Relapse	U2
B Memory-1__P19__Relapse	U2
T CD8 Naive__P19__Diagnosis	U2
T CD4 Naive-1__P19__Diagnosis	U2
NK-Mature__P19__Diagnosis	U2
Multilin-2__P19__Diagnosis	U2
MPP-MEP__P19__Diagnosis	U2
MEP-2__P19__Diagnosis	U2
LMPP-1-cycling__P19__Diagnosis	U2
CD4 TCM__P19__Diagnosis	U2
B Memory-2__P19__Diagnosis	U2
CD4 TCM__P19__Relapse	U2
MPP-2__P18__Diagnosis	U2
MEP-2__P18__Diagnosis	U2
MEP-1__P18__Diagnosis	U2
MEP-2__P17__Diagnosis	U2
MAIT__P17__Diagnosis	U2
LMPP-1__P17__Diagnosis	U2
CD8 TEM__P17__Diagnosis	U2
CD4 TCM__P17__Diagnosis	U2
T CD8 Naive__P16__Relapse	U2
T CD4 Naive-1__P16__Relapse	U2
Multilin-2__P16__Relapse	U2
MultiLin-GMP-1__P16__Relapse	U2
MPP-2__P16__Relapse	U2
MPP-2__P17__Diagnosis	U2
LMPP-2__P16__Relapse	U2
ERP-6__P16__Relapse	U2
B Memory-2__P16__Relapse	U2
pre-DC-2__P16__Diagnosis	U2
cDC1__P16__Diagnosis	U2
T CD8 Naive__P16__Diagnosis	U2
T CD4 Naive-1__P16__Diagnosis	U2
NK-Mature__P16__Diagnosis	U2
Myeloid intermediate 2__P16__Diagnosis	U2
Multilin-2__P16__Diagnosis	U2
Multilin-1__P16__Diagnosis	U2
LMPP-1-cycling__P16__Relapse	U2
NK-Mature__P19__Relapse	U2
MPP-MEP__P17__Diagnosis	U2
NK-Mature__P17__Diagnosis	U2
MDP-2__P18__Diagnosis	U2
MDP-1__P18__Diagnosis	U2
MAIT__P18__Diagnosis	U2
LMPP-2__P18__Diagnosis	U2
LMPP-1-cycling__P18__Diagnosis	U2
LMPP-1__P18__Diagnosis	U2
CLP__P18__Diagnosis	U2
CD8 TEM__P18__Diagnosis	U2
CD4 TCM__P18__Diagnosis	U2
BMCP-1__P18__Diagnosis	U2
MultiLin-GMP-2__P17__Diagnosis	U2
B Memory-2__P18__Diagnosis	U2
T CD4 Naive-2__P17__Relapse	U2
NK-Mature__P17__Relapse	U2
MAIT__P17__Relapse	U2
ERP-7__P17__Relapse	U2
CD8 TEM__P17__Relapse	U2
CD4 TCM__P17__Relapse	U2
pre-DC-2__P17__Diagnosis	U2
T CD8 Naive__P17__Diagnosis	U2
T CD4 Naive-2__P17__Diagnosis	U2
T CD4 Naive-1__P17__Diagnosis	U2
B Memory-1__P18__Diagnosis	U2
MultiLin-GMP-3__P16__Diagnosis	U2
T CD4 Naive-1__P19__Relapse	U2
T CD8 Naive__P19__Relapse	U2
CD8 TEM__P22__Diagnosis	U2
CD4 TCM__P22__Diagnosis	U2
BMCP-1__P22__Diagnosis	U2
B Memory-2__P22__Diagnosis	U2
B Memory-1__P22__Diagnosis	U2
preNeu__P21__Relapse	U2
pre-DC-2__P21__Relapse	U2
immNeu-1__P21__Relapse	U2
cDC1__P21__Relapse	U2
NK-Mature__P21__Relapse	U2
Myeloid intermediate 3__P21__Relapse	U2
Myeloid intermediate 2__P21__Relapse	U2
Myeloid intermediate 1__P21__Relapse	U2
Multilin-2__P21__Relapse	U2
Multilin-1__P21__Relapse	U2
MultiLin-GMP-3__P21__Relapse	U2
MultiLin-GMP-2__P21__Relapse	U2
MultiLin-GMP-1__P21__Relapse	U2
Mono-1__P21__Relapse	U2
MPP-MEP__P21__Relapse	U2
MDP-2__P21__Relapse	U2
CLP__P22__Diagnosis	U2
Erythroblast-1__P22__Diagnosis	U2
Erythroblast-2__P22__Diagnosis	U2
Intermediate Mono-2__P22__Diagnosis	U2
CLP__P22__Relapse	U2
CD8 TEM__P22__Relapse	U2
CD4 TCM__P22__Relapse	U2
BMCP-1__P22__Relapse	U2
B Memory-2__P22__Relapse	U2
B Memory-1__P22__Relapse	U2
preNeu__P22__Diagnosis	U2
immNeu-1__P22__Diagnosis	U2
T CD8 Naive__P22__Diagnosis	U2
T CD4 Naive-2__P22__Diagnosis	U2
MDP-1__P21__Relapse	U2
T CD4 Naive-1__P22__Diagnosis	U2
NK-Mature__P22__Diagnosis	U2
Myeloid intermediate 2__P22__Diagnosis	U2
Myeloid intermediate 1__P22__Diagnosis	U2
Multilin-2__P22__Diagnosis	U2
Multilin-1__P22__Diagnosis	U2
MultiLin-GMP-3__P22__Diagnosis	U2
MultiLin-GMP-2__P22__Diagnosis	U2
MultiLin-GMP-1__P22__Diagnosis	U2
MPP-MEP__P22__Diagnosis	U2
MAIT__P22__Diagnosis	U2
T CD4 Activated__P22__Diagnosis	U2
LMPP-1-cycling__P21__Relapse	U2
LMPP-1__P21__Relapse	U2
Intermediate Mono-3__P21__Relapse	U2
Multilin-1__P20__Relapse	U2
MultiLin-GMP-2__P20__Relapse	U2
MultiLin-GMP-1__P20__Relapse	U2
MPP-MEP__P20__Relapse	U2
MEP-Eryth-2__P20__Relapse	U2
MEP-2__P20__Relapse	U2
MDP-2__P20__Relapse	U2
LMPP-1-cycling__P20__Relapse	U2
LMPP-1__P20__Relapse	U2
ERP-3__P20__Relapse	U2
Myeloid intermediate 2__P20__Relapse	U2
ERP-2__P20__Relapse	U2
CD8 TEM__P20__Relapse	U2
CD4 TCM__P20__Relapse	U2
BMCP-1__P20__Relapse	U2
pre-DC-3__P20__Diagnosis	U2
Non-Classical Mono-2__P20__Diagnosis	U2
MKP-late__P20__Diagnosis	U2
MKP-early__P20__Diagnosis	U2
MEP-2__P20__Diagnosis	U2
LMPP-1-cycling__P20__Diagnosis	U2
LMPP-1__P20__Diagnosis	U2
ERP-1__P20__Relapse	U2
T CD4 Naive-2__P19__Relapse	U2
NK-Mature__P20__Relapse	U2
cDC1__P20__Relapse	U2
Erythroblast-3__P21__Relapse	U2
CD8 TEM__P21__Relapse	U2
preNeu__P21__Diagnosis	U2
pre-DC-2__P21__Diagnosis	U2
cDC1__P21__Diagnosis	U2
T CD4 Naive-2__P21__Diagnosis	U2
NK-Mature__P21__Diagnosis	U2
Myeloid intermediate 3__P21__Diagnosis	U2
Myeloid intermediate 2__P21__Diagnosis	U2
Myeloid intermediate 1__P21__Diagnosis	U2
T CD4 Naive-2__P20__Relapse	U2
Multilin-1__P21__Diagnosis	U2
MultiLin-GMP-1__P21__Diagnosis	U2
Mono-1__P21__Diagnosis	U2
MPP-MEP__P21__Diagnosis	U2
MEP-Eryth-2__P21__Diagnosis	U2
MEP-2__P21__Diagnosis	U2
MEP-1__P21__Diagnosis	U2
MDP-2__P21__Diagnosis	U2
MDP-1__P21__Diagnosis	U2
CD4 TCM__P21__Diagnosis	U2
BMCP-1__P21__Diagnosis	U2
MultiLin-GMP-2__P21__Diagnosis	U2
MultiLin-GMP-2__P16__Diagnosis	U2
MultiLin-GMP-1__P16__Diagnosis	U2
MPP-MEP__P16__Diagnosis	U2
Multilin-1__P11__Diagnosis	U2
MultiLin-GMP-3__P11__Diagnosis	U2
MultiLin-GMP-2__P11__Diagnosis	U2
MPP-MEP__P11__Diagnosis	U2
MPP-2__P11__Diagnosis	U2
MEP-Eryth-2__P11__Diagnosis	U2
MEP-Eryth-1__P11__Diagnosis	U2
MEP-2__P11__Diagnosis	U2
MEP-1__P11__Diagnosis	U2
MAIT__P11__Diagnosis	U2
LMPP-1-cycling__P11__Diagnosis	U2
LMPP-1__P11__Diagnosis	U2
Erythroblast-1__P11__Diagnosis	U2
ERP-8__P11__Diagnosis	U2
ERP-4__P11__Diagnosis	U2
ERP-2__P11__Diagnosis	U2
ERP-1__P11__Diagnosis	U2
CD8 TEM__P11__Diagnosis	U2
CD4 TCM__P11__Diagnosis	U2
BMCP-1__P11__Diagnosis	U2
pDC__P10__Diagnosis	U2
NK-Mature__P11__Diagnosis	U2
T CD4 Naive-1__P11__Diagnosis	U2
T CD4 Naive-2__P11__Diagnosis	U2
CD4 TCM__P11__Relapse	U2
LMPP-1__P12__Relapse	U2
CD8 TEM__P12__Relapse	U2
CD4 TCM__P12__Relapse	U2
T CD8 Naive__P12__Diagnosis	U2
T CD4 Naive-2__P12__Diagnosis	U2
T CD4 Naive-1__P12__Diagnosis	U2
T CD4 Activated__P12__Diagnosis	U2
NK-Mature__P12__Diagnosis	U2
Multilin-1__P12__Diagnosis	U2
MultiLin-GMP-1__P12__Diagnosis	U2
cDC2-1__P10__Diagnosis	U2
MPP-MEP__P12__Diagnosis	U2
MEP-1__P12__Diagnosis	U2
MAIT__P12__Diagnosis	U2
LMPP-1-cycling__P12__Diagnosis	U2
LMPP-1__P12__Diagnosis	U2
CD8 TEM__P12__Diagnosis	U2
CD4 TCM__P12__Diagnosis	U2
T CD4 Naive-2__P11__Relapse	U2
NK-Mature__P11__Relapse	U2
MAIT__P11__Relapse	U2
CD8 TEM__P11__Relapse	U2
MPP-2__P12__Diagnosis	U2
cDC1__P10__Diagnosis	U2
Myeloid intermediate 2__P10__Diagnosis	U2
Multilin-2__P10__Diagnosis	U2
Erythroblast-2__P09__Relapse	U2
CD8 TEM__P09__Relapse	U2
CD4 TCM__P09__Relapse	U2
preNeu__P09__Diagnosis	U2
pre-DC-2__P09__Diagnosis	U2
immNeu-1__P09__Diagnosis	U2
cDC1__P09__Diagnosis	U2
T CD4 Naive-2__P09__Diagnosis	U2
T CD4 Naive-1__P09__Diagnosis	U2
NK-Mature__P09__Diagnosis	U2
MEP-1__P09__Relapse	U2
Myeloid intermediate 3__P09__Diagnosis	U2
Myeloid intermediate 1__P09__Diagnosis	U2
Multilin-1__P09__Diagnosis	U2
MultiLin-GMP-1__P09__Diagnosis	U2
MPP-MEP__P09__Diagnosis	U2
MEP-Eryth-2__P09__Diagnosis	U2
MEP-2__P09__Diagnosis	U2
MDP-2__P09__Diagnosis	U2
MDP-1__P09__Diagnosis	U2
LMPP-2__P09__Diagnosis	U2
ERP-4__P09__Diagnosis	U2
Myeloid intermediate 2__P09__Diagnosis	U2
LMPP-1-cycling__P12__Relapse	U2
MultiLin-GMP-1__P09__Relapse	U2
Myeloid intermediate 1__P09__Relapse	U2
MultiLin-GMP-3__P10__Diagnosis	U2
MultiLin-GMP-2__P10__Diagnosis	U2
MultiLin-GMP-1__P10__Diagnosis	U2
MPP-MEP__P10__Diagnosis	U2
MPP-2__P10__Diagnosis	U2
MKP-late__P10__Diagnosis	U2
MKP-early__P10__Diagnosis	U2
MEP-Eryth-2__P10__Diagnosis	U2
MEP-2__P10__Diagnosis	U2
MEP-1__P10__Diagnosis	U2
Multilin-1__P09__Relapse	U2
MDP-3__P10__Diagnosis	U2
LMPP-2__P10__Diagnosis	U2
LMPP-1-cycling__P10__Diagnosis	U2
LMPP-1__P10__Diagnosis	U2
BMCP-1__P10__Diagnosis	U2
preNeu__P09__Relapse	U2
pDC__P09__Relapse	U2
immNeu-1__P09__Relapse	U2
T CD4 Naive-2__P09__Relapse	U2
NK-Mature__P09__Relapse	U2
Myeloid intermediate 3__P09__Relapse	U2
MDP-2__P10__Diagnosis	U2
MEP-2__P12__Relapse	U2
MPP-2__P12__Relapse	U2
MPP-MEP__P12__Relapse	U2
pDC__P14__Relapse	U2
T CD8 Naive__P14__Relapse	U2
T CD4 Naive-1__P14__Relapse	U2
Multilin-2__P14__Relapse	U2
MultiLin-GMP-1__P14__Relapse	U2
MPP-MEP__P14__Relapse	U2
MPP-2__P14__Relapse	U2
MPP-1__P14__Relapse	U2
MEP-2__P14__Relapse	U2
MDP-3__P14__Relapse	U2
B Memory-2__P15__Diagnosis	U2
MDP-2__P14__Relapse	U2
LMPP-2__P14__Relapse	U2
