	cluster
MEP-2__P18__Relapse	U1
Classical-Mono__10DD-1070__Diagnosis	U1
Intermediate Mono-3__P19__Diagnosis	U1
CLP__10DD-1061__Diagnosis	U1
Multilin-1__10DD-1070__Diagnosis	U1
T CD4 Naive-1__P18__Relapse	U1
B Memory-1__P19__Diagnosis	U1
Myeloid intermediate 2__10DD-1070__Diagnosis	U1
MAIT__P19__Diagnosis	U1
CD8 TEM__10DD-1070__Diagnosis	U1
MEP-1__PT07__D14	U1
ERP-1__10DD-1061__Diagnosis	U1
Classical-Mono__10DD-1061__Diagnosis	U1
cDC1__P17__Relapse	U1
LMPP-1-cycling__P19__Diagnosis	U1
Myeloid intermediate 3__10DD-1070__Diagnosis	U1
CD8 TEM__10DD-1061__Diagnosis	U1
CD4 TCM__10DD-1061__Diagnosis	U1
MultiLin-GMP-2__10DD-1058__Treatment	U1
MultiLin-GMP-2__10DD-1070__Diagnosis	U1
Classical-Mono__10DD-1058__Treatment	U1
T CD8 Naive__P18__Relapse	U1
Mono-2__10DD-1070__Diagnosis	U1
LMPP-1__869586__Relapse	U2
MultiLin-GMP-3__AML-19-Dx2	U2
CD8 TEM__AML-19-Dx2	U2
B Memory-2__AML-19-Dx2	U2
B Memory-1__AML-19-Dx2	U2
Myeloid intermediate 1__AML-19-R2	U2
T CD4 Activated__AML073	U2
Erythroblast-3__AML0114	U2
Myeloid intermediate 2__AML-19-Dx1	U2
CD8 TEM__869586__Relapse	U2
MultiLin-GMP-3__AML-7_CCHMC	U2
Myeloid intermediate 2__AML-19-R2	U2
T CD4 Naive-1__869586__Diagnosis	U2
ERP-5__PT08__Relapse	U2
CD4 TCM__AML-7_CCHMC	U2
Myeloid intermediate 3__AML-19-R2	U2
T CD4 Naive-1__AML-19-Dx1	U2
T CD4 Naive-2__869586__Diagnosis	U2
immNeu-1__869586__Diagnosis	U2
T CD8 Naive__869586__Diagnosis	U2
pre-DC-2__AML-19-Dx1	U2
Multilin-1__AML-19-Dx2	U2
CD8 TEM__AML-7_CCHMC	U2
ERP-8__869586__Diagnosis	U2
MAIT__AML073	U2
Myeloid intermediate 3__869586__Diagnosis	U2
Erythroblast-3__869586__Diagnosis	U2
ERP-7__869586__Diagnosis	U2
ERP-8__P26__Relapse	U2
pre-DC-1__596_E_N1c	U2
Classical-Mono__P26__Relapse	U2
T CD4 Naive-2__P01__Diagnosis	U2
CD8 TEM__PT08__Relapse	U2
CD8 TEM__NA-SRR16208932	U2
B Memory-1__Pt-20_Dx	U2
MEP-2__AML-19-Dx2	U2
B Memory-2__Pt-20_Dx	U2
MPP-1__PT17__D14	U2
Multilin-1__AML-19-R2	U2
NK-Mature__PT08__Diagnosis	U2
cMOP__AML2	U2
CD4 TCM__Pt-20_Dx	U2
MAIT__AML-19-Dx2	U2
Erythroblast-1__P26__Relapse	U2
LMPP-1__AML-19-Dx2	U2
Multilin-1__AML-19-R1	U2
Mono-1__AML-19-Dx2	U2
B Memory-2__AML3050	U2
ERP-8__AML073	U2
NK-Mature__596_E_N1c	U2
T CD8 Naive__P01__Diagnosis	U2
Erythroblast-3__AML025	U2
Multilin-2__869586__Diagnosis	U2
Myeloid intermediate 2__869586__Diagnosis	U2
MPP-1__AML025	U2
CD4 TCM__PT08__Relapse	U2
Erythroblast-1__AML043	U2
MDP-1__869586__Relapse	U2
Erythroblast-3__AML012	U2
MDP-6__568_AfInv16_P24M	U2
CD4 TCM__AML-19-CR2	U2
MEP-1__568_AfInv16_P24M	U2
MPP-MEP__568_AfInv16_P24M	U2
T CD4 Naive-2__P02__Diagnosis	U2
B Memory-1__Pt-69_Dx	U2
MAIT__AML012	U2
Multilin-1__AML10	U2
Classical-Mono__AML-19-CR2	U2
MAIT__AML-19-CR2	U2
T CD4 Naive-2__AML-19-R2	U2
CD4 TCM__AML012	U2
Multilin-1__568_AfInv16_P24M	U2
Multilin-1__P02__Diagnosis	U2
Myeloid intermediate 3__568_AfInv16_P24M	U2
CD8 TEM__AML-19-CR2	U2
Classical-Mono__Pt-69_Dx	U2
Erythroblast-3__AML0160	U2
Intermediate Mono-1__Pt-69_Dx	U2
MPP-1__Pt-69_Dx	U2
CD4 TCM__568_AfInv16_P24M	U2
Erythroblast-1__P02__Relapse	U2
MEP-2__Pt-69_Dx	U2
Plasma Cell__AML-19-CR1	U2
T CD4 Naive-1__AML-19-CR1	U2
T CD4 Naive-2__AML-19-CR1	U2
pDC__AML-19-CR1	U2
B Memory-1__AML-19-CR2	U2
B Memory-2__AML-19-CR2	U2
ERP-8__P02__Relapse	U2
CD4 TCM__AML-24	U2
ERP-5__P02__Relapse	U2
Intermediate Mono-3__Pt-69_Dx	U2
CD8 TEM__AML-24	U2
Intermediate Mono-2__Pt-69_Dx	U2
MAIT__568_AfInv16_P24M	U2
cDC2-1__Pt-20_Dx	U2
LMPP-2__869586__Relapse	U2
MultiLin-GMP-3__AML10	U2
Plasma Cell__568_AfInv16_P24M	U2
Plasma Cell__P01__Relapse	U2
MEP-1__AML-19-Dx1	U2
NK-Mature__AML-24	U2
MultiLin-GMP-3__PT17__D14	U2
Pro-B-Early-cycling__NA-SRR16208931	U2
MAIT__AML022	U2
T CD4 Naive-1__AML022	U2
Multilin-1__869586__Relapse	U2
LMPP-1-cycling__PT17__D14	U2
B Memory-2__AML025	U2
T CD4 Naive-1__AML-24	U2
T CD8 Naive__AML-24	U2
MultiLin-GMP-3__AML-19-Dx1	U2
CD4 TCM__AML025	U2
T CD8 Naive__AML073	U2
Multilin-1__AML-19-Dx1	U2
Erythroblast-3__AML3050	U2
MAIT__AML-19-Dx1	U2
MAIT__596_E_N1c	U2
T CD4 Naive-1__AML-19-R2	U2
T CD8 Naive__568_AfInv16_P24M	U2
T CD4 Naive-1__AML0114	U2
Myeloid intermediate 1__AML3050	U2
cDC2-2__568_AfInv16_P24M	U2
pDC__568_AfInv16_P24M	U2
cDC2-2__AML-19-CR2	U2
pre-DC-3__568_AfInv16_P24M	U2
B Memory-1__596_E_N1c	U2
CD4 TCM__596_E_N1c	U2
B Memory-1__AML-19-Dx1	U2
B Memory-2__AML-19-Dx1	U2
CD8 TEM__596_E_N1c	U2
T CD4 Activated__AML0114	U2
CD4 TCM__AML-19-Dx1	U2
LMPP-1__AML10	U2
MDP-2__PT15__Relapse	U2
MultiLin-GMP-2__Pt-20_Dx	U2
Non-Classical Mono-2__568_AfInv16_P24M	U2
Multilin-1__PT17__D14	U2
cMOP__P26__Diagnosis	U2
MDP-3__PT08__Relapse	U2
B Memory-1__AML0361	U2
T CD8 Naive__AML048	U2
T CD4 Naive-1__AML048	U2
T CD4 Naive-1__827494__Diagnosis	U2
CD8 TEM__AML0361	U2
T CD4 Activated__AML048	U2
Osteoblast__827494__Diagnosis	U2
CD4 TCM__AML051	U2
preNeu__AML-19-R1	U2
Multilin-2__AML0048	U2
Plasma Cell__AML048	U2
NK-Mature__AML048	U2
MPP-MEP__827494__Diagnosis	U2
MPP-1__827494__Diagnosis	U2
Mono-2__AML048	U2
CD8 TEM__827494__Diagnosis	U2
Multilin-1__AML0048	U2
ERP-1__AML006	U2
T CD8 Naive__827494__Diagnosis	U2
ERP-8__PT17__Diagnosis	U2
Erythroblast-3__AML008	U2
cDC2-1__AML006	U2
Pro-B-3__PT12__D30	U2
NK-Mature__AML006	U2
CD4 TCM__AML0310	U2
Erythroblast-3__AML0310	U2
MEP-Eryth-2__AML006	U2
Erythroblast-3__AML006	U2
MAIT__AML0048	U2
pre-DC-1__827494__Diagnosis	U2
MDP-6__AML0048	U2
MAIT__AML006	U2
pre-B__827494__Diagnosis	U2
T CD4 Activated__AML033	U2
Erythroblast-3__AML051	U2
MEP-Eryth-2__AML0048	U2
LMPP-2__AML-19-R1	U2
CD4 TCM__PT11__D30	U2
MAIT__AML048	U2
MKP-early__827494__Diagnosis	U2
MEP-Eryth-2__AML043	U2
cDC2-2__AML0361	U2
T CD4 Naive-1__AML-19-R1	U2
Erythroblast-1__AML038	U2
Erythroblast-1__827494__Diagnosis	U2
ERP-8__827494__Diagnosis	U2
ERP-7__827494__Diagnosis	U2
Erythroblast-2__827494__Diagnosis	U2
ERP-6__827494__Diagnosis	U2
ERP-4__827494__Diagnosis	U2
MEP-Eryth-1__AML043	U2
ERP-2__827494__Diagnosis	U2
Erythroblast-3__AML038	U2
Erythroblast-3__AML043	U2
CD4 TCM__AML043	U2
CD8 TEM__AML043	U2
ERP-5__827494__Diagnosis	U2
CLP__AML0361	U2
T CD4 Naive-1__AML005	U2
Plasma Cell__AML2910	U2
CD4 TCM__AML006	U2
Erythroblast-3__AML0361	U2
Erythroblast-3__AML048	U2
MEP-1__PT12_PT13__D14	U2
CD8 TEM__AML048	U2
MEP-2__827494__Diagnosis	U2
CD4 TCM__AML048	U2
T CD8 Naive__AML043	U2
T CD8 Naive__AML005	U2
B Memory-2__AML048	U2
MDP-1__NA-SRR16208932	U2
ERP-5__PT11__D30	U2
MultiLin-GMP-2__AML-19-R1	U2
pDC__AML0048	U2
Erythroblast-3__827494__Diagnosis	U2
B Memory-2__AML005	U2
cDC1__AML-19-R1	U2
ERP-8__PT08__Relapse	U2
CD4 TCM__827494__Diagnosis	U2
MAIT__AML028	U2
cDC1__AML-19-Dx2	U2
CD4 TCM__AML026	U2
NK-Mature__NA-SRR16208932	U2
LMPP-2__AML-19-R2	U2
Pro-B-1__PT08__Relapse	U2
T CD4 Activated__AML0656	U2
Erythroblast-3__AML0656	U2
pre-DC-1__P26__Diagnosis	U2
Myeloid intermediate 3__868442__Diagnosis	U2
B Memory-1__Pt-16_Dx	U2
B Memory-1__AML-19-R1	U2
CD8 TEM__AML026	U2
B Memory-2__AML-19-R1	U2
CD4 TCM__AML-19-R1	U2
CD4 TCM__AML003	U2
CD8 TEM__AML003	U2
CD8 TEM__AML0656	U2
MAIT__AML026	U2
Erythroblast-1__AML0693	U2
pDC__AML025	U2
Myeloid intermediate 3__PT17__D14	U2
T CD4 Naive-1__AML-7_CCHMC	U2
MPP-MEP__AML-19-R2	U2
T CD4 Naive-1__AML009	U2
Pro-B-3__AML009	U2
Myeloid intermediate 2__AML-19-Dx2	U2
MDP-6__PT08__Relapse	U2
immNeu-1__P26__Diagnosis	U2
Erythroblast-3__AML0693	U2
Myeloid intermediate 3__AML-19-Dx2	U2
NK-Mature__AML025	U2
T CD4 Naive-1__AML025	U2
Myeloid intermediate 3__727_EInv16_35M	U2
cDC2-1__P26__Diagnosis	U2
T CD8 Naive__AML025	U2
cDC2-2__PT11__D30	U2
MAIT__AML-19-R2	U2
B Memory-2__827494__Diagnosis	U2
Erythroblast-3__AML003	U2
T CD4 Activated__AML056	U2
MAIT__AML052	U2
B Memory-1__AML009	U2
B Memory-1__AML0048	U2
B Memory-2__AML0048	U2
Classical-Mono__AML052	U2
MultiLin-GMP-3__AML-19-R1	U2
CD8 TEM__AML052	U2
T CD4 Naive-1__AML003	U2
B Memory-2__AML052	U2
CD4 TCM__AML-19-R2	U2
B Memory-2__AML-19-R2	U2
B Memory-1__AML-19-R2	U2
ERP-8__AML0048	U2
T CD4 Activated__AML051	U2
Erythroblast-3__AML0048	U2
Erythroblast-3__AML028	U2
B Memory-1__AML052	U2
pre-DC-2__P26__Diagnosis	U2
NK-Mature__AML003	U2
CD8 TEM__AML055	U2
T CD4 Activated__Pt-12_Rl	U2
MAIT__AML056	U2
Erythroblast-3__AML009	U2
pre-DC-3__P26__Diagnosis	U2
CD8 TEM__AML-19-R1	U2
CD8 TEM__AML009	U2
T CD4 Naive-1__AML026	U2
HSC-2__AML-19-R2	U2
Erythroblast-3__AML056	U2
Plasma Cell__PT10__D14	U2
CD8 TEM__AML056	U2
B Memory-2__AML056	U2
T CD4 Activated__AML055	U2
MEP-Eryth-2__AML003	U2
Erythroblast-3__NA-SRR16208932	U2
Myeloid intermediate 2__PT10__Diagnosis	U2
CD4 TCM__PT10__D14	U2
B Memory-1__AML-17-CR2	U2
T CD4 Naive-1__916462__Diagnosis	U2
B Memory-1__AML-24	U2
Plasma Cell__PT07__D14	U2
B Memory-2__PT07__Diagnosis	U2
ERP-1__PT18__D14	U2
CD4 TCM__AML-11	U2
Plasma Cell__AML-20-Dx	U2
B Memory-1__AML-11	U2
MEP-1__AML9	U2
ERP-7__PT07__Diagnosis	U2
MEP-Eryth-2__AML2123	U2
T CD4 Naive-1__AML-10	U2
CD8 TEM__AML-11	U2
MEP-Eryth-1__AML2123	U2
Multilin-1__AML9	U2
CLP__AML-20-R1	U2
MPP-1__PT01__Diagnosis	U2
CD8 TEM__PT18__D14	U2
MAIT__AML-17-D2	U2
ERP-8__PT07__Diagnosis	U2
MultiLin-GMP-3__AML-10	U2
Plasma Cell__AML9	U2
Erythroblast-3__AML2123	U2
Erythroblast-2__AML2123	U2
MultiLin-GMP-3__AML9	U2
MultiLin-GMP-3__PT07__D14	U2
CD4 TCM__Pt-12_Dx	U2
B Memory-2__Pt-12_Dx	U2
ERP-4__AML3762	U2
MAIT__AML5	U2
T CD4 Naive-1__AML-12_CCHMC	U2
B Memory-2__AML6	U2
T CD4 Activated__AML-17-D1	U2
CD4 TCM__AML6	U2
T CD4 Activated__AML2123	U2
ERP-2__AML3762	U2
CD8 TEM__AML-12_CCHMC	U2
CD4 TCM__AML-12_CCHMC	U2
B Memory-1__AML-12_CCHMC	U2
MAIT__PT18__Diagnosis	U2
T CD4 Naive-1__AML-11	U2
T CD4 Activated__AML-11	U2
Plasma Cell__AML6	U2
CD4 TCM__AML7	U2
CD8 TEM__AML7	U2
MAIT__AML7	U2
MAIT__AML-11	U2
ERP-1__AML3762	U2
cDC2-2__AML7	U2
Erythroblast-3__AML-11	U2
CD4 TCM__AML-17-D2	U2
B Memory-1__AML-20	U2
NK-Mature__AML5292	U2
pre-DC-1__AML9	U2
T CD4 Naive-1__AML3730	U2
ERP-8__AML-21-CR	U2
Erythroblast-3__AML-21-CR	U2
MEP-2__AML-21-CR	U2
MEP-Eryth-2__AML-21-CR	U2
Mono-1__AML-21-CR	U2
cDC2-2__AML1896	U2
T CD4 Naive-1__AML-09	U2
Pro-B-1__AML-21-CR	U2
B Memory-2__HTO2-SRR16208954	U2
CD4 TCM__HTO2-SRR16208954	U2
T CD8 Naive__AML-09	U2
CD8 TEM__HTO2-SRR16208954	U2
Pro-B-Early__AML-21-CR	U2
T CD4 Naive-1__AML-21-CR	U2
T CD4 Naive-1__HTO2-SRR16208954	U2
B Memory-1__HTO2-SRR16208955	U2
CD4 TCM__HTO2-SRR16208955	U2
T CD8 Naive__AML-21-CR	U2
CD8 TEM__HTO2-SRR16208955	U2
MEP-2__AML-17-R1	U2
MKP-early__AML-17-R1	U2
MPP-1__AML-17-R1	U2
MAIT__HTO2-SRR16208954	U2
ERP-7__AML-21-CR	U2
B Memory-1__HTO2-SRR16208954	U2
MEP-1__AML-17-R1	U2
B Memory-1__AML2123	U2
T CD4 Activated__AML3730	U2
cDC2-2__AML1	U2
Erythroblast-3__PAXMIJ-EoT	U2
T CD4 Naive-1__AML-20	U2
MSC Fibroblast-1__AML1	U2
MEP-Eryth-2__AML1	U2
Erythroblast-3__ETP9153	U2
ERP-1__AML-21-CR	U2
T CD4 Activated__AML-17-D2	U2
T CD4 Naive-1__AML-17-D2	U2
ERP-2__AML-21-CR	U2
B Memory-1__AML-17-R1	U2
B Memory-2__AML-17-R1	U2
CD4 TCM__AML-17-R1	U2
LMPP-1__AML-17-R1	U2
ERP-4__AML-21-CR	U2
ERP-5__AML-21-CR	U2
LMPP-1-cycling__AML-17-R1	U2
ERP-6__AML-21-CR	U2
B Memory-1__AML-10	U2
T CD4 Activated__ETP9153	U2
MDP-2__AML-17-R1	U2
CD4 TCM__AML-20	U2
NK-Mature__AML-12	U2
B Memory-1__AML-13	U2
MPP-2__PT07__D14	U2
cDC2-2__AML3948	U2
MAIT__AML-16	U2
pre-DC-2__AML3948	U2
MK-Platelet__AML-17-CR2	U2
CD4 TCM__AML-16	U2
B Memory-2__AML-16	U2
MPP-MEP__AML-17-CR2	U2
B Memory-1__AML-16	U2
MKP-late__AML-20-CR	U2
pre-DC-2__AML-16-Dx	U2
cDC1__AML3948	U2
Multilin-2__AML-17-CR2	U2
Mono-2__AML-16-Dx	U2
CD8 TEM__PT18__Diagnosis	U2
ERP-2__PT18__Diagnosis	U2
Erythroblast-3__AML-16-Dx	U2
Erythroblast-2__AML-16-Dx	U2
Erythroblast-1__AML-16-Dx	U2
T CD4 Activated__AML-17-CR2	U2
ERP-8__AML-16-Dx	U2
Classical-Mono__AML-16-Dx	U2
Multilin-1__PT18__D14	U2
ERP-6__AML-20-CR	U2
Multilin-1__AML3948	U2
Myeloid intermediate 2__PAXMIJ	U2
T CD4 Naive-1__AML-16	U2
T CD4 Activated__AML3762	U2
T CD4 Naive-1__AML-17-CR1	U2
T CD4 Activated__AML-17-CR1	U2
T CD4 Naive-1__AML3762	U2
Multilin-2__AML-17-CR1	U2
B Memory-2__AML-17-CR2	U2
MK-Platelet__AML-17-CR1	U2
cDC2-1__PAXMIJ	U2
ERP-8__PT01_PT10__D30	U2
MAIT__AML-17-CR1	U2
MAIT__AML-20-CR	U2
Intermediate Mono-3__AML-17-CR2	U2
Erythroblast-3__AML-20-CR	U2
cDC2-2__AML3762	U2
Erythroblast-1__AML-20-CR	U2
LMPP-1__AML-17-CR2	U2
ERP-8__AML-20-CR	U2
LMPP-1__AML-17-CR1	U2
B Memory-2__AML3948	U2
ERP-7__AML-20-CR	U2
Erythroblast-3__AML3948	U2
T CD8 Naive__AML-16	U2
MEP-2__AML-17-CR2	U2
CD4 TCM__AML-17-D1	U2
T CD8 Naive__AML-14	U2
T CD4 Naive-1__AML-14	U2
B Memory-2__AML4340	U2
T CD4 Activated__AML4897	U2
B Memory-2__AML4	U2
Erythroblast-1__AML-20-Dx	U2
Erythroblast-2__AML-20-Dx	U2
Erythroblast-3__AML-20-Dx	U2
CD8 TEM__AML22-Decitabine	U2
CD4 TCM__AML4	U2
B Memory-2__AML-14	U2
B Memory-1__AML-14	U2
ERP-8__AML3762	U2
T CD8 Naive__AML-14_CCHMC	U2
T CD4 Naive-1__AML-14_CCHMC	U2
MAIT__AML-14_CCHMC	U2
Plasma Cell__AML4	U2
ERP-5__AML3762	U2
CD4 TCM__AML-14_CCHMC	U2
B Memory-1__AML52-Azacitidine	U2
T CD4 Naive-1__AML-13	U2
B Memory-2__AML52-Azacitidine	U2
CD4 TCM__AML22-Decitabine	U2
ERP-4__PT18__Diagnosis	U2
CD8 TEM__AML5292	U2
B Memory-2__AML-13	U2
cDC2-1__PAXMIJ-EoT	U2
MAIT__AML-09	U2
Erythroblast-3__PAXMIJ-Relapse	U2
B Memory-2__AML4897	U2
MultiLin-GMP-3__PT18__D14	U2
NK-Mature__AML-14	U2
MPP-MEP__AML-20-CR	U2
Erythroblast-3__PAXMIJ	U2
Erythroblast-3__AML4340	U2
CD4 TCM__PAXMIJ	U2
B Memory-1__PAXMIJ	U2
cDC2-2__PAXMIJ-Relapse	U2
T CD4 Naive-1__PAXMIJ-Relapse	U2
Non-Classical Mono-2__PAXMIJ-Relapse	U2
HSC-2__PT01__D30	U2
T CD4 Naive-1__AML4340	U2
MAIT__PT01__D30	U2
HSC-1__PT01__Diagnosis	U2
Erythroblast-3__AML3762	U2
ERP-5__AML-20-CR	U2
ERP-3__AML-20-CR	U2
T CD8 Naive__AML4340	U2
MDP-2__PAXMIJ-Relapse	U2
ERP-2__AML-20-CR	U2
Erythroblast-2__AML3762	U2
Erythroblast-1__AML3762	U2
MDP-2__PT18__D14	U2
Erythroblast-3__AML4897	U2
B Memory-2__AML-24	U2
MAIT__HTO2-SRR16208955	U2
T CD4 Activated__AML1896	U2
Erythroblast-3__NA-SRR16208930	U2
CD8 TEM__AML1371	U2
MEP-Eryth-2__AML-01	U2
MEP-Eryth-1__AML-01	U2
MDP-1__NA-SRR16208930	U2
ERP-5__AML-01	U2
ERP-2__AML-01	U2
CD4 TCM__AML-01	U2
T CD4 Naive-1__Pt-12_Dx	U2
T CD4 Activated__NA-SRR16208930	U2
B Memory-1__PAUMTZ-Relapse	U2
T CD4 Naive-1__NA-SRR16208930	U2
CD4 TCM__98-31_AfInv16_34F	U2
preNeu__P26__Relapse	U2
pDC__922185__Diagnosis	U2
CD4 TCM__AML1371	U2
T CD8 Naive__922185__Diagnosis	U2
T CD4 Naive-2__922185__Diagnosis	U2
T CD4 Naive-1__922185__Diagnosis	U2
B Memory-1__AML-17	U2
B Memory-2__AML-17	U2
CD4 TCM__AML-17	U2
T CD8 Naive__NA-SRR16208930	U2
CD8 TEM__PAUMTZ-Relapse	U2
Erythroblast-3__PAUMTZ-Relapse	U2
CD4 TCM__NA-SRR16208930	U2
T CD4 Activated__MDS585	U2
T CD4 Activated__AML2451	U2
T CD4 Naive-1__MDS585	U2
Erythroblast-3__AML1371	U2
B Memory-1__NA-SRR16208928	U2
MPP-MEP__AML-17-R2	U2
MultiLin-GMP-2__AML-17-R2	U2
CD8 TEM__NA-SRR16208928	U2
Erythroblast-3__NA-SRR16208928	U2
MAIT__NA-SRR16208928	U2
Multilin-1__AML-17-R2	U2
Multilin-2__AML-17-R2	U2
MPP-MEP__NA-SRR16208928	U2
MAIT__AML-02	U2
T CD4 Naive-1__PAUMTZ-Relapse	U2
Plasma Cell__NA-SRR16208928	U2
B Memory-1__NA-SRR16208929	U2
T CD4 Naive-1__AML-17-R2	U2
CD4 TCM__AML-02	U2
B Memory-2__AML-02	U2
Erythroblast-3__NA-SRR16208929	U2
Plasma Cell__NA-SRR16208929	U2
MAIT__PAUMTZ-Relapse	U2
MEP-Eryth-1__922185__Diagnosis	U2
NK-Mature__MDS585	U2
B Memory-2__AML1371	U2
ERP-8__922185__Diagnosis	U2
B Memory-2__AML-18	U2
CD8 TEM__AML-18	U2
Erythroblast-3__AML3133	U2
MAIT__AML-18	U2
immNeu-1__875663__Diagnosis	U2
ERP-8__AML3133	U2
Multilin-1__AML-23	U2
T CD4 Naive-2__875663__Diagnosis	U2
pre-DC-2__AML-18	U2
T CD8 Naive__AML-23	U2
B Memory-1__AML-18	U2
cMOP__AML-23	U2
preNeu__AML-19-R2	U2
B Memory-1__AML-19-CR1	U2
B Memory-2__AML-19-CR1	U2
pDC__AML-19-R2	U2
CD4 TCM__AML-19-CR1	U2
T CD4 Naive-1__AML3050	U2
MAIT__AML-19-CR1	U2
pre-DC-1__AML10	U2
T CD4 Activated__AML3050	U2
MPP-MEP__AML-19-CR1	U2
Multilin-2__P26__Relapse	U2
MDP-3__NA-SRR16208931	U2
ERP-8__PT02__D30	U2
CD8 TEM__AML-23	U2
ERP-7__922185__Diagnosis	U2
ERP-6__922185__Diagnosis	U2
ERP-5__922185__Diagnosis	U2
CLP__PT02__D30	U2
B Memory-2__922185__Diagnosis	U2
B Memory-1__AML1371	U2
cMOP__P26__Relapse	U2
B Memory-2__AML-22	U2
T CD4 Activated__AML3133	U2
B Memory-1__AML12	U2
T CD4 Naive-2__916462__Diagnosis	U2
ERP-5__PT02__D30	U2
ERP-6__PT02__D30	U2
Erythroblast-2__P02__Relapse	U2
T CD4 Naive-1__AML-17	U2
B Memory-1__AML-23	U2
B Memory-2__AML-23	U2
T CD8 Naive__AML-17	U2
CD4 TCM__AML-19	U2
Erythroblast-3__NA-SRR16208931	U2
MK-Platelet__916462__Diagnosis	U2
Myeloid intermediate 3__P26__Relapse	U2
ERP-7__PT02__D30	U2
Erythroblast-1__922185__Diagnosis	U2
CD4 TCM__PAUMTZ	U2
MAIT__AML1371	U2
MPP-2__AML-17-R2	U2
Erythroblast-3__AML1896	U2
B Memory-2__AML-08	U2
B Memory-1__HTO3-SRR16208955	U2
T CD4 Activated__HTO3-SRR16208955	U2
B Memory-1__HTO5-SRR16208954	U2
B Memory-2__HTO5-SRR16208954	U2
CD4 TCM__HTO5-SRR16208954	U2
CD8 TEM__HTO5-SRR16208954	U2
MAIT__HTO5-SRR16208954	U2
MultiLin-GMP-2__AML-07	U2
CD4 TCM__AML-17-R2	U2
T CD4 Activated__HTO5-SRR16208954	U2
T CD4 Naive-1__HTO5-SRR16208954	U2
B Memory-1__HTO5-SRR16208955	U2
B Memory-2__HTO5-SRR16208955	U2
CD4 TCM__HTO5-SRR16208955	U2
CD8 TEM__HTO5-SRR16208955	U2
MAIT__AML-07	U2
T CD4 Naive-1__AML1552	U2
MAIT__HTO5-SRR16208955	U2
NK-Mature__HTO5-SRR16208955	U2
T CD4 Activated__AML1552	U2
CD4 TCM__AML2451	U2
CD8 TEM__AML-08	U2
Erythroblast-3__PAWWEE	U2
T CD4 Naive-1__HTO2-SRR16208956	U2
MPP-2__AML-17-R1	U2
B Memory-2__AML2451	U2
T CD4 Naive-1__HTO2-SRR16208955	U2
Erythroblast-3__AML-09	U2
NK-Mature__PT08__D30	U2
MPP-MEP__AML-17-R1	U2
MAIT__AML1896	U2
T CD8 Naive__HTO2-SRR16208955	U2
MultiLin-GMP-2__AML-17-R1	U2
T CD4 Naive-1__AML-17-R1	U2
Mono-1__AML-21-Dx	U2
T CD8 Naive__AML-17-R1	U2
CD8 TEM__AML-09	U2
B Memory-2__AML-09	U2
B Memory-1__AML-09	U2
pDC__PT08__D30	U2
Plasma Cell__AML-08	U2
cDC2-1__AML-21-Dx	U2
Erythroblast-3__HTO2-SRR16208956	U2
cDC2-2__AML-21-Dx	U2
Myeloid intermediate 3__P26__Diagnosis	U2
CD8 TEM__AML-21-R1	U2
CD8 TEM__PT08__Diagnosis	U2
MAIT__AML1552	U2
T CD4 Activated__HTO5-SRR16208955	U2
T CD4 Naive-1__HTO5-SRR16208955	U2
Erythroblast-3__AML2451	U2
B Memory-1__AML13	U2
B Memory-1__MDS1123	U2
CD4 TCM__MDS1123	U2
LMPP-1__AML-17-R2	U2
Mono-2__MDS1123	U2
B Memory-2__AML-04	U2
T CD8 Naive__AML1371	U2
T CD4 Naive-1__AML1371	U2
B Memory-1__AML-04	U2
Multilin-2__AML-03	U2
LMPP-1-cycling__AML-17-R2	U2
MAIT__AML-17-R2	U2
Multilin-1__AML-03	U2
MultiLin-GMP-3__AML-03	U2
T CD4 Naive-1__MDS1123	U2
MEP-1__AML-03	U2
T CD4 Activated__AML1371	U2
MEP-1__AML-17-R2	U2
MKP-early__AML-17-R2	U2
B Memory-1__MDS585	U2
NK-Mature__AML1371	U2
MPP-1__AML-17-R2	U2
Erythroblast-3__PAUMTZ	U2
cDC2-1__HTO6-SRR16208955	U2
NK-Mature__HTO2-SRR16208955	U2
T CD4 Activated__HTO6-SRR16208955	U2
MAIT__HTO6-SRR16208955	U2
T CD4 Naive-1__AML-19	U2
B Memory-2__PT07__D14	U2
CD8 TEM__AML-07	U2
B Memory-1__HTO6-SRR16208954	U2
B Memory-1__AML1552	U2
CD8 TEM__AML1540	U2
CD4 TCM__AML1540	U2
B Memory-2__HTO6-SRR16208954	U2
B Memory-1__AML-07	U2
CD4 TCM__HTO6-SRR16208954	U2
CD8 TEM__HTO6-SRR16208954	U2
T CD4 Naive-1__AML-04	U2
MAIT__HTO6-SRR16208954	U2
T CD4 Activated__HTO6-SRR16208954	U2
pDC__HTO6-SRR16208954	U2
B Memory-1__HTO6-SRR16208955	U2
B Memory-2__HTO6-SRR16208955	U2
CD4 TCM__HTO6-SRR16208955	U2
B Memory-1__AML-21	U2
CD8 TEM__AML-17-R2	U2
CD4 TCM__AML-21	U2
CD8 TEM__HTO6-SRR16208955	U2
ERP-8__HTO6-SRR16208955	U2
NK-Mature__HTO6-SRR16208955	U2
ASDC__568_AfInv16_P24M	U2
T CD4 Activated__TALL3783	U2
Mono-2__Pt-69_Dx	U2
Plasma Cell__1102_E_N1c	U2
NK-Mature__1102_E_N1c	U2
ERP-7__P16__Relapse	U2
