SampleID	0	ASDC	B Memory-1	B Memory-2	BMCP-1	BMCP-2	CD4 TCM	CD8 TEM	CLP	Classical-Mono	ERP-1	ERP-2	ERP-3	ERP-4	ERP-5	ERP-6	ERP-7	ERP-8	Erythroblast-1	Erythroblast-2	Erythroblast-3	HSC-1	HSC-2	Intermediate Mono-1	Intermediate Mono-2	Intermediate Mono-3	LMPP-1	LMPP-1-cycling	LMPP-2	MAIT	MDP-1	MDP-2	MDP-3	MDP-4	MDP-5	MDP-6	MEP-1	MEP-2	MEP-Eryth-1	MEP-Eryth-2	MK-Platelet	MKP-early	MKP-late	MPP-1	MPP-2	MPP-MEP	MSC Fibroblast-1	MSC Fibroblast-2	Mac	Mono-1	Mono-2	MultiLin-GMP-1	MultiLin-GMP-2	MultiLin-GMP-3	Multilin-1	Multilin-2	Myeloid intermediate 1	Myeloid intermediate 2	Myeloid intermediate 3	NK-Mature	Non-Classical Mono-1	Non-Classical Mono-2	Osteoblast	Plasma Cell	Pro-B-1	Pro-B-2	Pro-B-3	Pro-B-Early	Pro-B-Early-cycling	Pro-B-cycling-1	Pro-B-cycling-2	Stromal Vascular	T CD4 Activated	T CD4 Naive-1	T CD4 Naive-2	T CD8 Naive	Transitional-B-1	Transitional-B-2	cDC1	cDC2-1	cDC2-2	cMOP	immNeu-1	immNeu-2	pDC	pre-B	pre-DC-1	pre-DC-2	pre-DC-3	preNeu
EBI:P11__Diagnosis	0	0	5	4	59	2	118	166	0	127	25	24	8	13	5	20	15	23	225	349	472	1	2	91	1	18	356	88	0	42	0	1	0	0	0	0	58	118	21	46	0	2	0	9	69	207	0	0	0	25	151	166	222	55	40	0	3431	0	24	45	57	1	0	45	0	0	0	0	0	0	0	0	1	16	32	9	0	0	0	1	0	748	1229	516	0	0	0	0	0	264
EBI:P11__Relapse	0	0	2	8	2	0	82	160	0	51	0	0	2	0	5	0	18	5	10	124	832	0	0	8	1	3	3	2	0	19	0	2	0	0	0	0	4	0	4	0	0	3	1	0	0	4	0	0	0	105	144	188	5	13	2	0	2325	19	252	20	9	2	0	5	0	0	0	0	0	0	0	0	1	4	44	8	0	0	1	1	1	295	1058	98	1	0	1	4	1	306
EBI:P12__Diagnosis	0	0	0	6	0	1	89	39	0	0	0	0	0	0	1	0	4	3	3	3	36	0	1	0	0	0	406	647	0	27	0	0	0	0	0	0	10	6	3	0	0	1	0	8	595	1414	0	0	0	0	0	480	3	6	40	0	0	0	0	96	0	1	0	0	0	0	0	0	0	0	0	0	16	30	209	21	0	2	0	0	0	0	0	0	0	0	0	0	0	2
EBI:P12__Relapse	0	0	5	0	0	0	36	66	0	17	1	1	1	2	4	2	2	2	9	4	399	0	2	6	0	2	511	130	1	5	1	1	0	0	0	0	3	39	2	2	0	0	2	7	200	946	0	0	0	4	25	243	247	62	46	0	103	0	3	40	97	0	1	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	19	27	0	3	0	0	0	170
EBI:P13__Diagnosis	0	1	7	51	32	0	499	1118	5	516	14	23	7	24	92	13	95	116	65	97	2287	1	1	85	125	65	125	58	52	222	99	26	6	0	0	0	18	15	11	9	0	6	2	15	40	56	0	0	0	82	260	28	115	69	47	84	162	15	51	878	6	5	10	117	0	1	0	0	0	0	0	0	13	303	780	81	0	0	9	15	1	193	307	13	7	0	8	11	2	164
EBI:P13__Relapse	0	0	0	8	24	3	14	65	1	247	0	0	0	0	1	1	10	10	9	11	130	0	1	64	105	37	1883	151	43	13	42	93	0	0	1	0	9	1	0	4	0	0	0	8	53	81	0	0	0	32	120	111	795	358	222	489	216	77	63	88	11	18	0	1	0	0	0	0	0	0	0	0	0	1	16	0	0	0	11	14	8	31	408	1	10	0	1	10	2	444
EBI:P14__Diagnosis	0	3	1	1	0	0	19	43	686	0	1	0	0	1	1	2	2	5	7	7	100	0	7	0	0	1	177	435	3013	15	38	690	30	1	0	1	4	0	5	1	0	0	0	8	512	76	0	0	0	1	2	143	49	16	1153	2428	0	141	0	47	0	1	0	2	0	4	8	3	130	22	0	0	0	11	14	3	0	0	126	15	4	0	0	0	19	0	5	52	14	0
EBI:P14__Relapse	0	3	7	2	5	0	297	149	518	1	2	3	3	1	12	6	18	11	86	51	1023	0	7	1	1	6	33	194	2423	69	279	286	23	0	0	9	2	77	2	8	0	0	0	17	136	259	0	0	0	18	26	93	18	4	343	1173	1	58	13	259	0	1	0	4	0	0	1	1	36	5	0	0	3	115	430	43	0	0	82	29	0	1	2	1	23	0	2	27	18	1
EBI:P15__Diagnosis	0	39	9	28	7	0	77	44	4	331	0	0	0	0	0	0	0	6	4	9	85	1	8	350	1359	153	374	265	30	28	7	168	9	0	2	2	3	13	1	5	0	2	0	32	388	78	0	0	0	90	215	29	237	43	64	139	11	192	43	444	0	45	1	6	0	0	0	0	0	0	0	0	0	18	120	9	0	0	190	1166	1027	65	5	0	43	0	110	186	434	10
EBI:P15__Relapse	0	1	3	4	1	0	42	106	0	767	0	0	1	0	2	1	0	3	8	23	180	0	0	77	786	1466	106	26	2	27	4	429	1	1	0	2	36	0	14	3	0	0	0	2	4	7	0	0	0	961	1383	49	275	147	279	55	65	761	323	211	0	39	1	18	0	0	0	0	0	0	0	0	0	0	15	3	0	0	786	247	20	486	3	0	25	0	168	996	70	12
EBI:P16__Diagnosis	0	2	1	6	3	0	402	152	0	0	5	5	2	6	15	17	30	15	24	105	936	0	0	1	0	0	85	42	11	64	7	108	8	1	0	1	7	6	0	2	1	2	2	4	72	75	0	0	0	11	2	168	639	174	48	76	97	155	22	310	0	0	1	29	0	0	0	0	0	0	0	0	0	17	422	117	0	0	40	6	0	1	83	2	8	0	2	26	6	418
EBI:P16__Relapse	0	0	3	11	3	0	881	260	0	0	0	0	5	1	8	12	11	22	46	34	1111	0	2	0	0	0	586	768	110	61	8	5	0	0	0	0	5	5	0	5	0	1	1	5	85	579	0	0	0	0	0	428	187	8	6	216	17	2	2	722	0	0	0	1	0	0	0	0	0	1	0	0	2	109	918	226	0	0	2	0	0	0	5	0	0	0	0	0	0	223
EBI:P17__Diagnosis	0	0	7	2	3	0	298	413	0	5	0	0	1	0	0	0	0	0	0	0	0	0	5	5	5	2	16	7	0	44	1	0	0	0	0	0	4	15	0	1	0	1	0	0	13	49	0	0	0	507	23	80	23	5	2	1	1	2	42	347	0	14	0	7	0	0	0	0	0	0	0	5	6	127	88	17	0	0	8	31	0	173	18	6	0	0	8	22	4	16
EBI:P17__Relapse	0	0	0	0	1	0	59	442	0	2	0	1	1	4	5	3	10	3	12	31	710	0	0	1	0	2	1	1	0	15	5	1	1	0	0	0	0	0	1	1	0	1	0	0	2	1	0	0	0	2218	14	16	0	1	1	0	5	54	259	42	1	0	0	7	1	2	2	0	0	0	0	0	0	5	13	4	1	0	17	4	0	460	11	0	3	6	10	267	1	2
EBI:P18__Diagnosis	0	0	49	14	44	0	261	34	40	9	2	2	2	2	0	0	1	0	4	5	72	1	7	23	1	2	98	340	196	19	14	33	5	0	0	0	64	63	3	4	1	2	2	5	109	93	0	0	0	6	3	376	305	149	69	326	81	32	17	127	3	4	0	4	0	13	48	1	0	0	1	0	6	54	125	76	0	0	1	1	0	19	22	2	2	0	0	2	1	70
EBI:P18__Relapse	0	0	380	152	6	0	821	1464	0	0	0	0	0	1	0	1	0	3	0	2	28	2	2	2	1	0	0	360	57	103	0	1	0	1	0	0	0	11	1	0	0	0	0	11	73	41	0	0	0	0	0	339	11	3	0	8	1	0	0	1435	0	9	0	5	0	1	1	1	0	1	1	0	18	14	69	65	2	0	0	0	0	0	3	0	0	13	1	0	0	1
EBI:P19__Diagnosis	0	0	14	21	1	0	33	23	0	347	0	0	0	0	0	0	0	0	0	0	6	0	0	434	328	542	6	11	4	16	2	17	0	0	0	0	4	36	0	0	0	6	5	0	0	97	0	0	0	162	699	219	8	1	3	11	24	15	44	53	0	33	0	4	0	0	0	0	0	0	0	0	0	19	41	42	0	0	49	30	8	31	10	3	0	0	2	40	4	17
EBI:P19__Relapse	0	0	16	9	8	0	390	797	0	0	0	0	0	0	0	1	0	2	2	2	68	0	0	0	1	0	23	36	21	105	23	37	0	0	0	1	4	88	0	5	2	9	4	0	2	113	0	0	0	0	0	337	17	7	5	17	22	2	12	1488	0	2	0	7	0	0	0	0	0	0	0	0	14	124	190	184	0	0	7	0	0	3	14	5	0	0	0	0	1	20
EBI:P20__Diagnosis	0	0	3	5	5	0	12	1	0	29	2	1	1	2	5	2	9	4	0	0	4	0	0	13	44	229	120	284	12	4	0	114	0	0	0	0	10	78	0	11	5	35	18	0	0	273	0	0	0	181	222	1637	425	105	95	44	21	251	293	21	0	11	0	10	0	0	0	0	0	0	0	0	0	5	21	6	0	0	149	43	5	10	18	0	0	0	6	52	11	400
EBI:P20__Relapse	0	0	6	5	10	0	16	16	0	0	12	16	14	8	18	19	15	20	4	6	34	0	0	1	0	1	13	141	48	7	0	98	0	0	0	0	24	125	7	46	0	9	3	0	0	286	0	0	0	52	6	1671	90	19	18	8	76	53	121	44	0	4	0	4	0	0	0	0	0	0	1	0	0	2	10	3	1	0	26	0	0	5	61	2	0	0	1	7	1	425
EBI:P21__Diagnosis	0	0	4	3	81	2	17	7	0	0	0	0	1	1	1	1	0	1	0	0	17	0	4	1	0	4	4	4	17	3	275	170	0	0	0	0	16	10	10	27	0	0	0	0	0	112	0	0	0	63	6	4223	94	4	18	2	18	216	131	32	0	3	0	7	0	0	0	0	0	0	1	0	0	2	17	4	0	0	36	4	10	3	4	2	0	0	2	12	0	94
EBI:P21__Relapse	0	0	0	0	5	0	9	14	0	1	0	0	0	0	0	0	0	0	1	6	15	0	0	0	0	11	12	10	4	4	11	526	0	0	0	0	3	1	1	2	0	0	0	0	0	10	0	0	0	46	18	2188	1443	184	163	33	59	930	296	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	0	0	33	5	7	0	28	1	0	0	0	30	0	1382
EBI:P22__Diagnosis	0	1	15	21	30	0	475	118	10	7	0	0	0	0	5	1	1	23	35	155	836	1	2	2	13	3	4	1	0	59	0	7	0	0	0	1	4	8	0	3	0	0	0	0	1	24	0	0	0	4	1	315	810	151	18	22	169	17	10	179	0	3	0	53	1	2	1	2	0	2	2	0	75	117	1046	369	0	0	0	0	0	2	126	0	0	0	0	3	1	2384
EBI:P22__Relapse	0	2	47	21	127	3	186	238	21	21	0	0	0	0	4	3	6	8	28	126	1181	1	1	6	4	4	7	15	9	45	0	34	0	0	1	0	23	13	0	19	0	0	0	0	5	391	0	0	0	10	9	1005	529	50	13	9	261	138	48	242	2	6	0	17	0	1	4	1	0	0	0	0	13	45	238	79	0	0	11	1	0	17	406	13	2	0	1	2	3	1500
EBI:P23__Diagnosis	0	1	20	22	0	0	63	15	1	91	1	1	0	0	0	0	1	0	1	1	63	2	3	32	49	57	216	2211	1222	10	109	17	8	3	1	4	54	176	9	48	1	9	3	199	983	1702	0	0	0	12	35	741	15	26	152	147	11	6	2	148	0	0	0	4	0	0	0	0	1	0	0	0	2	19	41	6	0	0	4	10	2	7	14	0	45	1	1	6	5	9
EBI:P23__Relapse	0	2	0	1	19	2	9	8	1	4	0	1	0	0	2	3	0	2	8	7	104	12	28	1	0	3	55	865	391	0	69	18	6	1	0	1	24	83	4	25	0	13	0	55	765	639	0	0	0	6	14	2298	16	16	39	35	30	8	6	87	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	2	12	24	7	10	0	1	4	5	16
EBI:P24__Diagnosis	0	0	3	5	12	3	16	5	8	0	0	0	0	0	2	0	1	6	5	5	13	0	1	0	0	0	2	32	70	7	6	24	0	0	1	0	238	26	0	106	0	2	0	0	0	276	0	0	0	46	5	1527	17	12	74	5	246	61	75	32	0	0	0	5	1	0	0	0	1	0	0	0	3	9	12	21	0	0	2	0	0	64	297	1	0	0	0	10	0	1172
EBI:P24__Relapse	0	0	0	2	0	0	13	17	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	2	30	42	4	1	10	0	0	0	0	61	5	6	13	0	0	0	0	0	301	0	0	0	40	2	3829	22	11	72	6	401	21	90	56	0	0	1	2	1	0	0	0	1	1	0	0	4	0	1	0	1	0	0	0	0	31	114	0	1	8	0	2	0	893
EBI:P25__Diagnosis	0	0	2	55	326	4	54	76	0	244	1	2	8	10	8	2	25	71	40	96	346	0	0	23	74	30	1525	273	5	10	10	30	0	0	0	0	79	17	2	50	0	0	0	0	54	302	0	0	0	57	155	156	1451	245	220	48	131	68	61	112	5	4	0	37	0	0	0	0	0	0	0	0	0	15	69	8	0	0	6	6	2	116	72	1	0	0	0	7	1	382
EBI:P25__Relapse	0	0	4	62	33	0	55	70	0	41	1	1	3	0	6	0	3	10	84	182	2179	1	9	2	14	35	760	483	7	10	7	4	0	0	0	0	46	72	5	34	0	0	0	54	411	863	0	0	0	25	44	192	293	58	56	9	243	12	47	38	3	0	0	15	0	0	0	0	0	0	0	0	0	11	42	1	0	0	11	16	1	12	41	2	0	0	1	2	0	151
EBI:P26__Diagnosis	0	1	2	1	1	0	92	101	0	88	2	0	2	8	7	3	20	41	35	35	982	2	0	55	84	199	25	27	2	25	1	12	2	0	0	1	1	7	0	1	0	2	2	2	35	140	0	0	0	191	366	283	6	8	2	7	112	41	104	138	0	17	0	20	0	0	0	0	0	0	0	0	2	25	82	19	0	0	32	32	8	319	33	1	0	0	32	58	12	43
EBI:P26__Relapse	0	0	13	27	12	0	11	142	0	726	3	3	3	4	10	2	12	13	28	34	445	0	3	322	1214	1052	55	106	8	14	2	23	2	0	0	1	6	12	0	2	0	0	0	10	76	114	0	0	0	218	547	143	14	7	6	17	162	23	72	170	0	80	0	14	0	0	0	0	0	0	0	0	0	1	0	1	0	0	37	94	16	534	57	1	0	0	38	33	30	31
Milan:PT01_PT10__D30	0	3	8	0	2	0	16	6	20	5	1	4	0	5	9	2	19	16	1	0	0	0	1	9	14	2	2	13	27	8	22	2	7	4	0	7	7	13	4	3	0	7	0	35	0	109	0	0	0	5	3	25	6	0	15	4	1	11	4	33	0	50	0	3	2	0	0	0	3	5	0	0	0	6	0	0	0	0	8	1	1	1	2	0	6	0	4	2	4	15
Milan:PT01__D30	0	0	2	0	0	0	6	22	1	0	0	1	0	0	1	1	1	0	0	0	0	5	65	0	0	0	2	19	39	16	5	0	0	1	0	0	1	2	0	0	0	0	0	47	2	6	0	0	0	0	0	3	0	0	4	2	0	0	0	1020	0	1	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
Milan:PT01__Diagnosis	0	0	5	4	5	0	4	5	0	0	0	0	0	1	0	0	0	0	0	0	0	22	90	4	0	4	104	788	520	1	9	200	0	5	0	7	47	35	1	3	0	2	0	158	132	632	0	0	0	0	0	240	183	67	68	133	4	12	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	1	0	0	63	1	120	0	13	0	2	0	1	11	10	125
Milan:PT02__D30	0	15	0	0	13	2	0	2	14	17	14	23	9	22	39	25	103	220	4	0	0	0	2	14	7	4	92	15	67	1	16	70	58	16	21	21	7	27	9	15	0	13	0	96	78	44	0	0	0	43	25	4	66	24	30	48	125	77	79	24	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	26	9	49	90	3	31	0	92	37	22	81
Milan:PT02__Diagnosis	0	0	9	6	8	0	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	31	12	2	27	336	248	1	5	68	0	0	0	0	12	108	0	4	0	3	0	1	2	301	0	0	0	2	1	246	107	15	28	34	0	13	4	42	0	37	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	23	0	2	0	0	0	2	2	2	44
Milan:PT06__Diagnosis	0	0	1	0	64	1	22	5	0	0	12	2	0	1	1	0	0	0	0	0	0	317	694	1	1	2	26	102	9	5	16	42	0	0	0	0	32	66	1	27	0	5	0	415	58	1221	0	0	0	2	0	228	46	7	6	11	13	10	9	32	0	3	0	0	0	0	0	0	0	0	0	0	0	17	10	2	0	0	5	1	5	0	0	1	0	0	0	0	1	108
Milan:PT07__D14	0	0	8	27	0	0	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	3	171	1	14	4	1	0	0	1	0	94	8	6	0	0	6	0	39	28	16	0	0	1	0	0	0	2	54	74	0	0	0	0	6275	0	1	0	31	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	6
Milan:PT07__Diagnosis	0	2	106	60	1	0	4	6	0	850	2	2	1	3	2	7	20	23	1	0	0	175	164	241	230	311	2	4	5	1	6	18	1	0	0	0	3	9	5	0	0	0	0	37	0	109	0	0	0	925	1059	59	20	1	3	2	0	41	39	13	0	67	0	89	0	0	0	0	0	0	0	0	0	1	0	0	0	0	69	4	12	109	0	0	1	0	7	48	2	12
Milan:PT08__D14	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	39	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Milan:PT08__D30	0	8	0	0	3	0	10	7	0	7	5	7	0	3	1	0	0	0	0	0	3	0	0	52	42	2	0	4	33	11	82	2	1	0	0	0	1	62	0	1	3	22	9	28	2	84	0	0	0	0	0	2	0	0	0	0	0	0	0	1903	0	41	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	76	0	0	0	6	0
Milan:PT08__Diagnosis	0	2	5	0	1	0	1	10	1	6	0	0	0	0	2	0	0	0	0	0	0	4	6	56	33	44	7	139	93	1	9	19	3	0	0	0	3	9	0	0	0	0	0	8	1	619	0	0	0	40	29	1869	47	16	20	4	6	19	17	99	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	17	206	0	1	0	3	0	1	19	4	188
Milan:PT08__Relapse	0	41	1	0	3	0	29	49	35	14	4	2	0	2	25	2	52	166	1	0	0	0	0	17	17	15	12	836	370	24	39	20	44	19	7	24	67	25	7	9	0	0	0	18	1	1847	0	0	0	16	21	1946	89	68	202	13	10	58	29	1834	0	15	0	9	18	2	32	9	6	14	7	0	0	2	0	0	0	0	67	54	15	11	20	1	21	0	88	29	53	815
Milan:PT09_PT13__D30	0	1	1	0	0	0	33	0	11	0	4	5	0	7	5	11	5	27	1	0	0	0	0	1	0	0	12	88	47	6	53	0	4	0	0	0	8	34	2	3	0	1	0	4	2	59	0	0	0	0	0	15	4	4	10	7	1	1	0	9	6	0	0	0	6	1	4	4	5	5	2	0	1	2	0	0	0	0	2	0	1	1	0	0	1	0	4	0	1	4
Milan:PT09__D14	0	0	1	0	35	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	307	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Milan:PT09__Diagnosis	0	0	7	1	11	0	0	9	0	33	0	0	0	1	0	0	0	0	0	0	0	0	0	88	193	474	37	303	1054	1	173	325	1	0	0	0	25	241	0	0	0	11	0	11	4	1603	0	0	0	362	553	251	160	41	158	95	35	162	87	17	0	62	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	164	48	28	26	30	1	0	0	1	83	26	233
Milan:PT10__D14	0	0	0	0	1	0	18	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	7	19	0	0	0	0	0	2	3	0	0	0	7	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	10	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Milan:PT10__Diagnosis	0	0	7	2	11	0	0	0	0	165	5	3	2	0	0	0	0	0	0	0	0	4	2	478	362	53	22	760	400	1	6	41	0	0	0	0	14	56	2	4	0	0	0	14	4	486	0	0	0	8	28	352	21	7	38	97	3	17	7	71	0	300	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	11	2	2	2	0	0	0	0	0	6	0	27
Milan:PT10__Relapse	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	310	247	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Milan:PT11__D30	0	80	1	0	11	0	23	87	114	12	75	22	1	53	37	74	110	221	2	0	0	2	1	46	14	6	71	145	984	44	112	71	98	23	8	23	6	145	15	11	0	62	1	1382	65	653	2	0	0	37	36	22	32	7	32	29	23	96	73	527	61	237	1	4	1	0	1	4	2	1	0	0	1	3	0	0	0	0	77	83	72	18	11	0	135	0	126	52	103	34
Milan:PT11__Diagnosis	0	2	0	0	0	0	2	1	2	0	11	2	0	2	0	0	0	0	0	0	0	5	3	0	1	0	1	680	1435	3	32	10	4	0	0	0	2	112	0	1	0	7	0	4054	150	231	0	0	0	0	0	3	0	0	36	50	0	0	0	49	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0	0	2	0
Milan:PT12_PT13__D14	0	0	8	0	1	0	105	5	0	0	19	23	0	68	48	137	15	154	10	0	0	0	0	0	0	0	1	13	8	5	76	2	0	1	0	2	14	25	6	11	0	10	0	4	0	13	0	0	0	0	0	10	2	1	2	3	0	0	0	46	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Milan:PT12__D30	0	2	1	1	10	0	12	5	66	8	35	23	0	46	33	45	67	135	1	0	0	0	0	33	2	4	9	38	39	0	23	10	12	2	0	6	4	57	13	7	0	6	0	181	5	177	0	0	0	13	11	9	11	4	16	10	3	6	6	128	4	8	0	3	44	2	45	35	16	41	17	0	0	2	0	0	3	0	4	7	3	3	0	1	9	0	8	4	7	19
Milan:PT12__Diagnosis	0	0	0	0	23	0	0	0	0	28	0	1	0	1	9	12	6	2	0	0	2	2	9	39	13	434	14	158	11	0	0	4	1	0	0	0	11	69	1	2	0	1	0	25	2	1044	0	0	0	82	218	402	24	17	76	0	189	111	257	0	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	40	0	0	26	38	12	0	0	0	73	0	255
Milan:PT13__Diagnosis	0	0	0	0	85	0	0	0	0	0	33	20	0	8	4	0	0	1	0	0	0	0	0	2	4	11	9	776	714	0	60	24	0	0	0	0	29	321	0	28	0	0	0	5	0	1410	0	0	0	2	3	447	8	6	57	52	0	2	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	3	0	7	0	0	0	0	1	0	58
Milan:PT15__Diagnosis	0	0	1	1	1	0	4	0	1	44	0	1	2	0	2	3	1	1	1	0	0	20	16	143	329	162	25	252	110	0	34	96	1	0	0	0	30	31	2	5	0	1	0	48	1	502	0	0	0	88	131	325	76	47	195	64	1	102	22	13	0	601	1	7	0	0	1	0	0	0	0	0	0	2	0	0	0	0	332	64	86	2	7	0	0	0	9	71	7	90
Milan:PT15__Relapse	0	2	0	0	0	0	4	0	0	4	2	1	0	0	0	2	5	23	2	0	0	0	0	0	1	3	117	632	134	0	7	19	0	0	0	2	119	19	33	9	0	2	0	21	4	670	1	0	0	1	4	814	150	118	959	62	6	7	4	68	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	7	2	1	0	0	6	0	132
Milan:PT17__D14	0	0	5	0	125	0	3	0	0	3035	1	1	1	0	0	0	0	0	0	0	0	0	0	154	414	476	4	240	229	0	28	45	0	0	0	0	84	249	6	31	0	2	1	54	11	138	0	0	0	5	69	29	3	43	121	9	2	26	13	19	1	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	3	18	0	1	0	0	7	41	0	5
Milan:PT17__D30	0	4	0	0	133	0	3	1	138	14	244	172	25	83	119	148	322	338	0	0	0	3	8	58	85	4	165	453	1165	2	99	119	41	25	2	27	82	706	84	165	0	46	1	718	134	1420	0	0	0	7	3	187	203	23	144	215	176	184	147	2	0	65	0	0	0	0	0	8	15	2	2	0	0	0	0	0	0	0	56	1	2	12	78	11	6	0	22	73	2	380
Milan:PT17__Diagnosis	0	4	1	0	23	0	0	0	0	27	13	16	21	5	28	14	8	14	1	0	0	1	9	0	26	12	158	2032	654	0	22	106	8	3	1	1	119	725	31	30	0	47	2	1096	1377	747	0	0	0	2	11	70	33	11	90	116	0	19	2	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	71	45	1	0	0	11	0	26	30	81	3
Milan:PT18__D14	0	0	2	0	73	0	17	43	3	0	31	4	1	1	4	0	0	0	0	0	0	7	5	0	0	0	49	461	658	6	118	17	0	0	0	0	236	618	30	10	0	14	0	58	33	710	0	0	0	0	2	48	4	11	494	83	1	3	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	2	0	0
Milan:PT18__Diagnosis	0	0	1	0	11	0	13	79	1	0	149	33	2	16	6	4	8	4	0	0	0	2	2	0	0	0	191	1665	524	37	123	8	0	0	1	0	35	1038	22	8	0	26	5	320	42	1828	0	0	0	0	0	54	11	2	68	144	1	3	1	911	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	2
Milan:PT19__Relapse	0	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	204	884	0	90	115	0	0	0	4	196	98	4	12	0	0	0	12	1	1028	0	0	0	0	0	2423	14	21	286	15	3	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	6	0	39	6	0	0	0	21	0	181
NIH:UPN111	0	244	760	905	107	17	848	500	1259	583	213	360	977	238	715	4175	3594	2765	1239	554	1016	629	1085	284	484	276	921	683	105	433	51	486	316	164	102	221	305	943	226	610	17	512	68	956	1120	1242	0	0	8	375	411	111	778	441	588	1147	849	641	429	1794	123	226	10	191	88	182	71	444	140	131	65	0	3	1555	1005	345	189	0	466	492	77	429	772	76	213	687	927	278	603	677
NIH:UPN112	0	187	401	434	171	17	279	270	1140	768	315	460	349	376	230	367	664	426	103	11	91	51	467	156	390	463	1089	341	343	106	141	317	328	135	79	159	234	1119	121	431	15	604	141	994	1322	830	0	0	3	141	328	93	376	180	228	810	219	193	170	794	0	87	48	263	69	132	79	207	49	54	47	0	0	1164	239	502	51	2	231	323	46	143	136	0	401	162	436	147	250	298
NIH:UPN113	0	102	226	1018	123	36	207	220	1700	1267	120	335	1029	669	1313	3601	4542	855	234	41	78	150	281	90	722	522	876	314	33	175	16	443	157	74	67	223	514	897	722	488	13	1236	89	380	620	587	0	0	2	221	411	29	911	615	1278	1484	692	458	257	1647	94	234	10	93	780	882	8	1588	1933	580	697	0	0	366	1606	1452	159	0	400	471	25	466	1332	5	179	65	793	445	389	893
NIH:UPN114	0	27	156	696	31	6	114	162	49	1486	60	93	185	129	2184	7745	7979	2733	538	135	217	11	31	143	444	629	153	90	16	204	11	105	13	12	7	29	233	259	716	413	17	206	60	59	61	493	0	0	5	84	364	213	211	176	461	106	340	282	239	877	9	76	9	265	41	32	0	17	46	51	34	0	0	51	282	451	256	2	50	210	84	291	824	17	288	102	176	250	83	752
